const,LotArea,OverallQual,Age,GrLivArea,FullBath,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
1.0,10839,6,25,1604,2,1,0,0,1,0,1,0,0
1.0,1890,4,50,630,1,1,0,0,1,0,1,0,0
1.0,10667,7,26,1661,2,1,0,1,0,0,0,1,0
1.0,4400,6,102,1118,1,1,0,0,1,0,0,0,0
1.0,6000,6,96,904,1,1,0,0,1,0,0,1,0
1.0,4280,5,109,694,1,0,0,1,0,1,0,0,0
1.0,12354,6,102,1196,1,1,0,1,0,0,0,1,0
1.0,15431,10,14,2402,2,1,0,0,0,0,0,1,0
1.0,12108,4,67,1440,2,0,1,0,0,0,1,0,0
1.0,6240,5,92,1573,2,1,0,0,1,0,1,0,0
1.0,3922,7,16,1258,2,1,0,1,0,1,0,0,0
1.0,8750,7,28,1908,2,1,0,1,0,0,1,0,0
1.0,9855,6,66,1689,1,1,0,0,1,0,0,1,0
1.0,16492,6,56,1888,2,1,0,1,0,0,0,0,1
1.0,11214,7,24,1886,2,1,0,1,0,0,0,0,0
1.0,8600,6,85,1376,2,1,0,0,1,0,0,0,0
1.0,6000,3,74,1183,1,1,0,0,1,1,0,0,0
1.0,5684,6,92,813,1,1,0,1,0,0,0,0,0
1.0,70761,7,47,1533,2,1,0,1,0,0,0,0,0
1.0,9303,6,26,1756,2,1,0,0,1,1,0,0,0
1.0,9000,8,14,1590,2,1,0,1,0,0,0,1,0
1.0,9297,5,46,1728,2,1,0,0,1,0,0,0,0
1.0,9600,7,49,1242,1,1,0,0,1,1,0,0,0
1.0,4571,5,106,1344,1,0,0,0,1,0,1,0,0
1.0,53227,4,68,1663,1,1,0,1,0,0,1,0,0
1.0,5100,8,97,1666,1,1,0,1,0,0,1,0,0
1.0,7015,5,72,1203,1,1,0,1,0,0,0,1,0
1.0,8004,8,13,1935,2,1,0,0,1,0,0,1,0
1.0,7200,7,86,1135,1,1,0,1,0,0,0,1,0
1.0,8281,5,57,864,1,1,0,0,1,0,0,1,0
1.0,11988,6,88,1660,1,1,0,0,1,0,1,0,0
1.0,8430,5,44,1040,2,1,0,0,1,0,0,1,0
1.0,3072,7,18,1414,2,1,0,1,0,0,0,0,0
1.0,10628,7,52,1277,1,1,0,0,1,1,0,0,0
1.0,9480,5,80,1644,1,1,0,1,0,1,0,0,0
1.0,11428,8,16,1634,2,1,0,1,0,1,0,0,0
1.0,9291,6,29,1710,2,1,0,1,0,0,1,0,0
1.0,6820,8,37,1502,1,1,0,1,0,0,0,0,1
1.0,11952,7,45,1969,2,1,0,0,1,1,0,0,0
1.0,3675,6,17,1072,1,1,0,0,1,0,1,0,0
1.0,14977,8,16,1976,2,1,0,1,0,1,0,0,0
1.0,5330,8,22,1652,2,1,0,0,0,1,0,0,0
1.0,8480,5,59,970,1,1,0,0,1,1,0,0,0
1.0,13125,6,25,1493,2,1,0,1,0,0,1,0,0
1.0,13693,9,16,2643,2,1,0,0,0,1,0,0,0
1.0,10637,8,15,1718,2,1,0,1,0,0,0,1,0
1.0,5925,4,85,1131,1,1,0,0,1,1,0,0,0
1.0,16033,9,18,1850,2,1,0,1,0,0,0,0,0
1.0,11846,9,19,1792,2,1,0,0,0,0,0,0,0
1.0,2500,7,107,1826,1,1,0,0,0,0,0,1,0
1.0,4500,6,24,1216,2,1,0,0,1,0,0,0,0
1.0,7758,5,60,999,1,1,0,1,0,1,0,0,0
1.0,9600,5,72,1113,1,1,0,1,0,0,0,1,0
1.0,10289,5,57,1073,1,1,0,0,1,1,0,0,0
1.0,12243,5,51,1484,2,1,0,0,1,1,0,0,0
1.0,10800,5,122,2414,2,0,0,0,1,0,0,0,0
1.0,1526,4,52,630,1,1,0,1,0,0,0,1,0
1.0,2665,5,46,1304,1,1,0,0,1,0,1,0,0
1.0,9490,6,81,1578,1,1,1,0,0,0,0,0,0
1.0,15578,6,16,1456,2,1,0,0,1,0,0,0,0
1.0,7931,5,62,1269,1,1,0,0,1,0,1,0,0
1.0,5784,5,84,886,1,1,0,0,1,0,0,1,0
1.0,7879,4,102,720,1,0,0,0,1,0,0,1,0
1.0,12692,8,30,3228,3,1,0,1,0,1,0,0,0
1.0,9120,7,97,1820,2,1,0,0,1,0,1,0,0
1.0,7800,5,55,899,1,1,0,1,0,0,0,1,0
1.0,7535,5,64,912,1,1,0,0,1,1,0,0,0
1.0,1890,6,49,1218,1,1,0,0,1,1,0,0,0
1.0,9803,7,17,1768,2,1,0,1,0,0,1,0,0
1.0,9170,5,57,1214,1,1,0,0,1,1,0,0,0
1.0,15602,7,63,1801,2,1,0,0,1,0,0,0,1
1.0,2308,6,48,1322,2,1,0,0,1,0,0,1,0
1.0,7596,5,70,1960,2,1,0,0,1,0,0,1,0
1.0,9554,8,29,1911,2,1,0,1,0,0,0,0,0
1.0,7862,6,13,1218,2,1,0,1,0,0,0,1,0
1.0,9600,7,94,1378,2,1,0,1,0,0,1,0,0
1.0,9600,5,63,1041,1,1,0,0,1,0,0,1,0
1.0,14559,5,71,1363,1,1,0,0,1,0,0,1,0
1.0,6792,7,17,1368,2,1,0,1,0,0,0,0,0
1.0,9100,5,64,864,1,1,0,0,1,0,0,0,0
1.0,9187,6,39,1080,1,1,0,0,1,1,0,0,0
1.0,10594,5,96,789,1,0,0,0,1,1,0,0,0
1.0,12220,10,13,2020,2,1,0,0,0,0,0,1,0
1.0,10448,6,50,2119,2,1,0,0,1,0,0,1,0
1.0,10208,7,26,2344,2,1,0,1,0,0,0,1,0
1.0,9531,6,24,1796,2,1,0,0,1,1,0,0,0
1.0,10918,7,96,2080,1,1,0,1,0,0,0,1,0
1.0,10800,4,122,1294,2,0,0,0,1,0,1,0,0
1.0,11988,6,65,1244,1,1,0,0,1,1,0,0,0
1.0,5000,6,75,1664,2,1,0,0,1,0,0,0,0
1.0,40094,10,15,4676,3,1,0,0,0,1,0,0,0
1.0,11787,7,26,2398,2,1,0,1,0,1,0,0,0
1.0,7500,7,17,1266,2,1,0,1,0,0,0,0,0
1.0,13300,5,66,928,1,1,0,0,1,1,0,0,0
1.0,14948,9,14,2713,2,1,0,0,0,0,1,0,0
1.0,9098,4,102,605,1,1,0,0,1,1,0,0,0
1.0,32668,6,65,2515,3,1,0,0,1,1,0,0,0
1.0,10200,6,34,1509,2,1,0,1,0,0,1,0,0
1.0,6155,6,102,1362,2,1,0,0,1,0,1,0,0
1.0,7200,5,67,827,1,1,0,0,1,0,0,0,1
1.0,5000,1,76,334,1,0,1,0,0,1,0,0,0
1.0,9056,8,18,1414,2,1,0,1,0,0,0,0,0
1.0,7000,5,112,1347,1,1,0,0,1,0,1,0,0
1.0,8924,7,24,1724,2,1,0,1,0,0,1,0,0
1.0,12735,4,50,864,1,1,0,0,1,0,1,0,0
1.0,11553,5,54,1159,1,1,0,0,1,0,0,0,0
1.0,11423,8,21,1601,2,1,0,1,0,0,0,0,1
1.0,14601,9,16,1838,2,1,0,0,0,0,0,1,0
1.0,11000,8,22,2285,2,1,0,1,0,1,0,0,0
1.0,10140,7,24,1680,2,1,0,1,0,0,0,1,0
1.0,4058,7,24,767,1,1,0,0,1,1,0,0,0
1.0,17104,7,16,1496,2,1,0,1,0,0,0,0,0
1.0,13837,7,34,2183,2,1,0,1,0,0,0,0,0
1.0,8737,6,99,1635,1,1,0,0,1,1,0,0,0
1.0,7244,5,52,768,1,1,0,0,1,1,0,0,0
1.0,8235,5,67,825,1,1,0,0,1,0,1,0,0
1.0,9375,7,19,2094,2,1,0,1,0,0,0,1,0
1.0,4043,6,45,1069,2,1,0,0,1,0,1,0,0
1.0,6000,5,65,928,1,1,0,0,1,0,1,0,0
1.0,11146,8,16,1717,2,1,0,1,0,0,0,1,0
1.0,8777,4,73,1126,2,1,0,1,0,0,0,1,0
1.0,10625,7,19,2046,2,1,0,1,0,0,1,0,0
1.0,6380,5,100,1048,1,1,0,0,1,0,0,0,0
1.0,14850,5,65,1092,1,1,0,0,1,0,0,0,0
1.0,11040,4,102,1336,1,1,0,0,1,0,0,0,0
1.0,21872,7,26,1446,2,1,0,0,1,0,1,0,0
1.0,3196,7,19,1557,2,1,0,1,0,0,0,0,0
1.0,11341,5,65,1392,1,1,0,0,1,0,0,0,1
1.0,10010,5,48,1389,1,1,0,0,1,0,0,0,0
1.0,13907,5,82,996,1,1,0,0,1,0,1,0,0
1.0,21780,6,104,1674,2,1,0,0,1,0,1,0,0
1.0,13346,7,30,2295,2,1,0,1,0,0,0,0,0
1.0,6858,6,107,1647,1,0,1,0,0,0,0,0,1
1.0,11198,9,17,2504,2,1,0,0,0,0,1,0,0
1.0,10171,7,18,1535,2,1,0,1,0,0,0,0,1
1.0,12327,8,39,2132,1,1,0,1,0,0,0,1,0
1.0,7032,5,43,943,1,1,0,0,1,0,0,0,0
1.0,13101,5,57,1728,2,1,0,0,1,0,1,0,0
1.0,7332,6,63,864,1,1,0,1,0,0,0,0,0
1.0,13159,7,13,1692,2,1,0,1,0,0,0,1,0
1.0,9967,7,22,1430,2,1,0,0,1,1,0,0,0
1.0,10500,5,51,1109,1,1,0,0,1,1,0,0,0
1.0,8480,5,75,1216,1,1,0,0,1,0,1,0,0
1.0,6292,7,94,1477,2,1,0,0,1,0,0,1,0
1.0,11777,5,56,1320,1,1,0,0,1,0,0,0,0
1.0,3604,7,15,1392,2,1,0,1,0,0,1,0,0
1.0,12150,5,68,1795,2,0,0,0,1,0,1,0,0
1.0,14585,6,62,1429,1,1,0,1,0,1,0,0,0
1.0,12704,8,14,2042,2,1,0,0,0,0,0,1,0
1.0,11841,6,32,816,1,1,0,0,1,1,0,0,0
1.0,13500,10,129,2775,3,1,0,1,0,0,1,0,0
1.0,6120,4,87,1573,1,1,0,1,0,0,0,1,0
1.0,11443,8,17,2028,2,1,0,1,0,0,0,0,0
1.0,10267,6,104,838,1,1,1,0,0,0,1,0,0
1.0,8740,5,40,860,1,1,0,0,1,0,0,1,0
1.0,25095,5,54,1473,1,1,0,0,0,0,0,1,0
1.0,9100,5,92,935,1,1,0,0,1,0,1,0,0
1.0,8320,7,18,1582,2,1,0,1,0,0,1,0,0
1.0,13478,10,14,2296,2,1,0,0,0,0,0,1,0
1.0,6600,5,40,816,1,1,0,0,1,0,1,0,0
1.0,4435,6,19,848,1,1,0,1,0,0,0,1,0
1.0,7990,5,47,924,1,1,0,0,1,0,1,0,0
1.0,11302,8,17,1826,2,1,0,1,0,0,0,0,0
1.0,3600,6,112,1368,1,0,0,0,1,0,0,0,0
1.0,3922,7,16,1402,0,1,0,1,0,1,0,0,0
1.0,12984,5,45,1647,2,1,0,1,0,0,0,0,0
1.0,1950,6,42,1556,2,1,0,0,1,0,1,0,0
1.0,10927,8,17,1904,2,1,0,0,0,0,0,0,0
1.0,9000,6,85,1375,1,1,0,1,0,1,0,0,0
1.0,10041,8,30,1915,2,1,0,1,0,0,0,0,0
1.0,3182,7,18,1200,2,1,0,1,0,0,0,0,1
1.0,12803,7,20,1494,2,1,0,1,0,0,1,0,0
1.0,13600,7,57,1986,2,1,0,0,1,0,0,1,0
1.0,12464,5,26,1040,1,1,0,1,0,0,0,1,0
1.0,7800,5,74,2008,3,1,0,0,0,0,0,0,0
1.0,12168,8,88,3194,2,1,0,0,1,1,0,0,0
1.0,7943,4,61,1029,1,1,0,0,1,1,0,0,0
1.0,11050,9,22,2153,2,1,0,0,0,0,0,1,0
1.0,10395,6,44,1032,2,1,0,0,1,1,0,0,0
1.0,11885,8,21,1872,2,1,0,0,0,0,0,1,0
1.0,8402,5,15,1120,1,1,0,0,1,1,0,0,0
1.0,1491,4,50,630,1,1,0,0,1,0,0,0,1
1.0,8800,6,59,1054,1,1,0,1,0,0,0,0,1
1.0,7861,6,20,1509,2,1,0,1,0,0,0,0,0
1.0,7227,6,68,832,1,1,0,1,0,0,1,0,0
1.0,11694,9,15,1828,2,1,0,1,0,1,0,0,0
1.0,12244,8,19,2262,2,1,0,1,0,0,1,0,0
1.0,8248,3,108,864,1,0,0,0,1,0,1,0,0
1.0,10800,6,48,2614,2,1,0,0,1,0,1,0,0
1.0,7064,5,45,980,1,1,0,0,1,0,0,1,0
1.0,2117,6,22,1512,2,1,0,1,0,1,0,0,0
1.0,10400,6,50,1790,1,1,0,0,1,0,0,0,0
1.0,10000,6,60,1116,1,1,0,0,1,0,0,0,1
1.0,12342,5,62,1422,1,1,0,0,1,1,0,0,0
1.0,9600,6,67,1520,1,1,0,0,1,0,0,0,1
1.0,11606,5,53,2080,1,1,1,0,0,1,0,0,0
1.0,9020,6,58,1350,1,1,0,0,1,0,1,0,0
1.0,9000,5,142,1750,1,1,0,0,0,0,0,0,0
1.0,4590,8,16,1554,2,1,0,1,0,1,0,0,0
1.0,11900,7,45,1411,2,1,0,0,1,0,0,1,0
1.0,9250,5,68,1056,1,1,0,0,1,1,0,0,0
1.0,6979,6,42,1056,0,1,0,0,1,0,0,0,1
1.0,10896,6,108,3395,2,1,1,0,0,1,0,0,0
1.0,6120,2,86,800,1,0,1,0,0,0,0,1,0
1.0,6000,5,68,1387,2,1,0,1,0,0,0,1,0
1.0,8777,5,112,796,1,1,0,0,1,0,1,0,0
1.0,3982,8,16,1567,2,1,0,0,0,0,0,0,0
1.0,12677,8,19,1518,1,1,0,0,0,0,1,0,0
1.0,7050,7,21,1929,2,1,0,1,0,1,0,0,0
1.0,13860,8,50,2704,2,1,0,0,0,0,0,1,0
1.0,10793,5,53,1620,2,1,0,0,1,1,0,0,0
1.0,9187,9,13,1766,2,1,0,0,0,0,0,1,0
1.0,10530,6,51,981,1,1,0,0,1,1,0,0,0
1.0,7200,5,72,1048,1,1,0,0,1,0,1,0,0
1.0,10452,6,69,1094,1,1,0,0,1,0,1,0,0
1.0,7700,6,56,1839,1,1,0,0,1,0,0,0,1
1.0,1936,4,52,630,1,1,0,0,1,1,0,0,0
1.0,8125,7,15,1665,2,1,0,1,0,0,1,0,0
1.0,9084,4,82,1510,1,1,0,0,1,0,0,1,0
1.0,8750,7,26,1716,2,1,0,1,0,0,0,1,0
1.0,10320,6,116,1469,1,1,0,0,1,0,1,0,0
1.0,10437,8,27,2113,2,1,0,1,0,0,1,0,0
1.0,1680,6,51,1092,1,1,0,0,1,0,0,0,1
1.0,10007,5,63,1053,1,1,0,1,0,0,1,0,0
1.0,7200,7,91,1502,1,1,0,0,1,0,1,0,0
1.0,17503,6,74,1458,1,1,0,0,1,0,0,0,1
1.0,9937,5,58,1486,1,1,0,0,1,0,0,1,0
1.0,12384,7,46,1935,2,1,0,0,1,1,0,0,0
1.0,46589,8,28,2448,2,1,0,1,0,0,0,1,0
1.0,13560,6,54,1392,1,1,0,0,1,0,0,1,0
1.0,10012,4,50,1181,2,1,0,0,1,0,1,0,0
1.0,20896,8,17,2097,1,1,0,0,0,0,0,0,0
1.0,11194,8,22,1936,2,1,0,1,0,0,0,0,0
1.0,18450,6,57,2380,2,1,0,0,1,1,0,0,0
1.0,8125,6,28,1679,2,1,0,1,0,0,1,0,0
1.0,14175,5,66,1437,1,1,0,0,1,0,0,0,0
1.0,11600,4,100,1180,1,1,1,0,0,0,0,0,0
1.0,8633,6,17,1476,2,1,0,1,0,0,0,1,0
1.0,6629,6,97,1369,2,0,0,0,1,0,0,1,0
1.0,11250,6,45,1208,1,1,0,0,1,0,0,0,0
1.0,14442,6,65,1839,2,1,0,1,0,1,0,0,0
1.0,9200,6,57,1136,1,1,0,0,1,0,1,0,0
1.0,2289,6,44,1441,2,1,0,0,1,0,0,1,0
1.0,9600,4,122,1774,2,0,0,0,1,0,0,0,0
1.0,9022,5,98,792,1,1,0,1,0,0,0,1,0
1.0,11844,8,14,2046,2,1,0,1,0,0,0,1,0
1.0,9945,5,61,988,1,1,0,0,1,1,0,0,0
1.0,8012,6,42,923,2,1,0,0,1,0,0,0,1
1.0,4500,5,90,1520,1,1,0,0,1,0,0,1,0
1.0,2887,6,26,1291,1,1,0,1,0,0,1,0,0
1.0,11248,9,20,1668,2,1,0,1,0,1,0,0,0
1.0,16770,7,24,1839,2,1,0,0,1,0,0,0,1
1.0,5062,7,38,2090,2,1,0,1,0,1,0,0,0
1.0,10207,7,15,1761,3,1,0,1,0,1,0,0,0
1.0,5105,7,18,1102,2,1,0,1,0,1,0,0,0
1.0,8089,8,15,1419,2,1,0,1,0,1,0,0,0
1.0,7577,6,17,1362,2,1,0,1,0,1,0,0,0
1.0,4426,6,18,848,1,1,0,1,0,0,1,0,0
1.0,21535,10,28,4316,3,1,0,0,0,1,0,0,0
1.0,26178,7,33,2519,2,1,0,1,0,0,0,0,0
1.0,5400,5,101,1073,1,1,0,0,1,0,0,0,0
1.0,6120,5,86,1539,1,1,0,0,1,0,0,1,0
1.0,13811,6,35,1137,2,1,0,1,0,0,0,0,0
1.0,6000,5,101,616,1,1,0,0,1,0,0,0,0
1.0,6420,5,70,1148,1,1,0,0,1,0,0,0,0
1.0,8450,5,57,894,1,1,0,0,1,0,0,0,1
1.0,4282,7,18,1391,2,1,0,1,0,0,1,0,0
1.0,14331,8,20,1800,2,1,0,1,0,0,0,0,0
1.0,9600,7,53,1164,1,1,0,0,1,0,0,0,0
1.0,12438,8,16,2576,2,1,0,0,0,0,0,0,0
1.0,7630,5,122,1812,2,1,0,1,0,0,0,0,1
1.0,8400,7,18,1484,2,1,0,1,0,0,0,0,1
1.0,5600,4,92,1092,2,0,1,0,0,0,0,0,1
1.0,115149,7,51,1824,2,1,0,1,0,1,0,0,0
1.0,6240,8,16,1324,2,1,0,1,0,0,0,1,0
1.0,9018,7,15,1456,2,1,0,1,0,1,0,0,0
1.0,7162,5,56,904,1,1,0,0,1,0,1,0,0
1.0,4130,3,87,729,1,1,0,0,1,0,1,0,0
1.0,8712,4,122,1178,1,1,0,0,1,0,0,0,1
1.0,4671,8,34,1228,2,1,0,1,0,0,1,0,0
1.0,9873,4,52,960,1,0,0,0,1,0,0,0,0
1.0,13517,6,46,1479,2,1,0,1,0,0,0,0,1
1.0,10140,6,48,1350,2,1,0,0,1,0,0,1,0
1.0,10800,7,132,2554,1,1,0,0,1,1,0,0,0
1.0,10000,5,49,1178,1,1,0,1,0,0,1,0,0
1.0,10542,7,29,2418,2,1,0,1,0,0,1,0,0
1.0,9920,5,53,971,1,1,0,0,1,0,0,0,0
1.0,6563,8,37,1742,2,1,0,1,0,0,0,0,0
1.0,4426,6,18,848,1,1,0,1,0,0,0,0,1
1.0,8120,4,52,864,1,1,0,0,1,0,0,1,0
1.0,8172,4,68,1470,2,1,0,0,1,0,1,0,0
1.0,13286,9,15,1698,2,1,0,0,0,0,0,1,0
1.0,6960,4,52,864,1,1,0,1,0,0,0,1,0
1.0,21695,6,34,1680,2,1,0,1,0,0,0,1,0
1.0,7314,7,15,1232,2,1,0,1,0,0,0,1,0
1.0,11475,5,64,1776,2,1,0,0,1,0,0,1,0
1.0,6240,4,97,1208,1,1,0,0,1,0,0,1,0
1.0,5389,8,27,1616,2,1,0,1,0,0,0,0,1
1.0,9590,7,19,1146,2,1,0,1,0,1,0,0,0
1.0,11404,7,24,2031,2,1,0,1,0,0,1,0,0
1.0,10000,5,61,1144,1,1,0,0,1,0,0,1,0
1.0,8978,5,54,948,1,1,0,0,1,1,0,0,0
1.0,10800,7,108,1768,1,0,0,0,1,0,0,0,0
1.0,8544,3,72,1040,2,0,0,0,1,0,0,0,0
1.0,10463,8,17,1801,2,1,0,1,0,0,0,0,0
1.0,10800,5,35,1200,3,1,0,0,1,0,0,1,0
1.0,9313,7,18,1728,2,1,0,1,0,0,0,1,0
1.0,9600,5,112,1432,2,1,0,0,1,1,0,0,0
1.0,6768,6,61,912,1,1,0,1,0,0,1,0,0
1.0,8450,7,22,1349,2,1,0,0,1,1,0,0,0
1.0,12886,5,59,1464,2,1,0,0,1,0,0,1,0
1.0,5395,8,29,1337,2,1,0,1,0,0,1,0,0
1.0,8963,8,46,2715,3,1,0,1,0,0,1,0,0
1.0,8795,7,22,2256,2,1,0,1,0,0,0,1,0
1.0,11700,7,142,2640,1,0,0,1,0,0,0,1,0
1.0,10593,7,26,1720,2,1,0,1,0,0,0,0,1
1.0,8405,4,77,1529,2,0,0,0,1,0,0,1,0
1.0,8800,4,112,1140,1,1,0,0,1,0,0,0,1
1.0,7750,7,19,1320,2,1,0,1,0,1,0,0,0
1.0,9236,6,25,1494,2,1,0,1,0,0,0,0,0
1.0,10240,8,17,2098,2,1,0,0,0,0,0,0,0
1.0,7930,6,53,1026,1,1,0,1,0,0,0,1,0
1.0,3230,6,23,1471,2,1,0,0,1,0,0,1,0
1.0,10769,8,15,1768,2,1,0,1,0,0,0,1,0
1.0,11616,6,44,1386,2,1,0,0,1,0,0,0,1
1.0,2280,7,23,1501,2,1,0,0,1,0,1,0,0
1.0,12257,8,27,2531,2,1,0,1,0,1,0,0,0
1.0,9100,6,63,864,1,1,0,0,1,0,0,1,0
1.0,6911,5,98,1301,1,1,1,0,0,0,0,1,0
1.0,8640,7,13,1547,2,1,0,1,0,0,0,0,1
1.0,9430,8,23,2365,2,1,0,1,0,0,0,1,0
1.0,9549,8,27,1494,1,1,0,0,0,0,0,0,0
1.0,14587,9,14,1506,2,1,0,0,0,0,1,0,0
1.0,10421,7,34,1714,2,1,0,0,1,0,0,0,1
1.0,12508,6,82,1750,2,1,0,0,1,0,1,0,0
1.0,9100,7,18,1836,2,1,0,1,0,0,0,0,0
1.0,53504,8,19,3279,3,1,0,0,0,0,0,0,1
1.0,7252,5,40,858,1,1,0,0,1,0,0,1,0
1.0,8877,4,71,1220,1,1,0,0,1,0,0,0,0
1.0,7819,6,46,1117,1,1,0,0,1,0,0,0,1
1.0,10150,5,64,912,1,1,0,0,1,1,0,0,0
1.0,14226,8,16,1973,2,1,0,1,0,1,0,0,0
1.0,4500,6,24,1204,2,1,0,0,1,0,0,1,0
1.0,11210,7,17,1614,2,1,0,1,0,0,0,0,0
1.0,13350,5,48,894,1,1,0,0,1,0,0,0,0
1.0,8400,5,45,2020,2,1,0,0,1,1,0,0,0
1.0,10530,6,45,1004,1,1,0,0,1,0,0,0,0
1.0,7875,7,27,1253,2,1,0,0,1,1,0,0,0
1.0,7153,6,30,1603,2,1,0,1,0,0,0,0,0
1.0,16285,7,21,1430,2,1,0,1,0,0,0,1,0
1.0,9101,5,44,1110,1,1,0,1,0,0,0,1,0
1.0,6300,6,108,1484,2,1,0,0,1,0,1,0,0
1.0,9790,6,55,1342,2,1,0,0,1,0,0,1,0
1.0,10800,5,107,1652,2,1,0,0,1,0,0,0,1
1.0,10142,7,18,2084,2,1,0,1,0,0,0,0,1
1.0,6000,4,68,901,1,1,0,0,1,0,1,0,0
1.0,12205,6,56,2087,2,1,0,1,0,1,0,0,0
1.0,3182,7,17,1145,2,1,0,1,0,0,0,1,0
1.0,11333,6,46,1062,1,1,0,0,1,1,0,0,0
1.0,9920,7,26,2013,2,1,0,0,1,1,0,0,0
1.0,9158,8,15,1496,2,1,0,1,0,1,0,0,0
1.0,10832,7,28,1895,2,1,0,1,0,0,1,0,0
1.0,8400,6,42,1564,2,1,0,0,1,0,0,0,1
1.0,8197,6,45,1285,1,1,0,0,1,1,0,0,0
1.0,7677,5,69,773,1,1,0,0,1,0,1,0,0
1.0,13518,9,14,3140,3,1,0,0,0,0,0,1,0
1.0,7200,5,85,1768,1,1,0,1,0,1,0,0,0
1.0,12798,6,25,1688,2,1,0,1,0,0,1,0,0
1.0,4800,4,106,1196,1,1,0,0,1,1,0,0,0
1.0,8199,7,17,1456,2,1,0,1,0,0,1,0,0
1.0,13891,9,14,2822,3,1,0,0,0,0,0,1,0
1.0,9000,5,68,1128,1,1,0,0,1,0,0,0,0
1.0,12274,7,14,1428,2,1,0,0,0,0,1,0,0
1.0,9750,5,55,980,2,1,0,0,1,0,0,0,0
1.0,21384,5,99,1576,1,1,0,1,0,0,0,1,0
1.0,13400,5,56,1086,1,1,0,0,1,0,0,0,0
1.0,8100,5,124,2138,2,0,0,0,1,0,0,1,0
1.0,10140,6,48,1309,1,1,0,1,0,0,0,0,0
1.0,4438,6,18,848,1,1,0,1,0,0,1,0,0
1.0,8712,5,70,1044,1,0,1,0,0,0,0,0,1
1.0,9750,6,64,1442,1,1,0,0,1,1,0,0,0
1.0,8248,5,104,1250,1,1,1,0,0,0,0,0,0
1.0,12137,7,24,1661,2,1,0,1,0,0,0,0,1
1.0,11425,5,68,1008,1,1,0,0,1,0,0,0,0
1.0,13265,8,20,1689,2,1,0,1,0,0,1,0,0
1.0,8816,6,51,1052,1,1,0,0,1,0,0,0,1
1.0,6371,7,13,1358,2,1,0,1,0,0,0,0,1
1.0,7226,7,19,1640,2,1,0,1,0,0,1,0,0
1.0,6000,4,69,936,1,0,0,0,1,0,0,1,0
1.0,12394,7,19,1733,2,1,0,1,0,1,0,0,0
1.0,9900,6,82,1489,2,1,0,0,1,0,0,1,0
1.0,11216,8,16,1489,2,1,0,1,0,0,0,0,0
1.0,14803,10,15,2084,2,1,0,0,0,0,1,0,0
1.0,6130,5,98,784,1,1,0,1,0,0,1,0,0
1.0,8529,7,21,1434,2,1,0,1,0,0,0,1,0
1.0,28698,5,55,2126,2,1,0,0,1,0,0,1,0
1.0,2544,7,17,1223,2,1,0,1,0,0,0,0,0
1.0,11900,6,65,1392,1,1,0,0,1,0,1,0,0
1.0,3180,7,17,1200,2,1,0,1,0,0,0,0,0
1.0,9548,7,19,1829,2,1,0,1,0,0,0,0,1
1.0,10004,6,58,1516,1,1,0,0,1,0,0,1,0
1.0,7875,5,61,1144,1,1,0,0,1,0,1,0,0
1.0,9600,4,72,1067,2,1,0,1,0,0,0,0,1
1.0,8100,5,74,1559,1,1,0,0,1,1,0,0,0
1.0,1680,6,49,987,1,1,0,0,1,0,1,0,0
1.0,9525,5,27,1099,1,1,0,1,0,0,1,0,0
1.0,11767,5,76,1200,1,1,0,0,1,0,1,0,0
1.0,12155,6,97,1482,2,0,1,0,0,0,1,0,0
1.0,10440,5,118,1539,2,1,0,1,0,0,1,0,0
1.0,9020,6,56,1165,1,1,0,0,1,0,1,0,0
1.0,8000,5,61,1800,2,0,0,0,1,1,0,0,0
1.0,12665,5,107,1416,1,1,0,0,1,0,1,0,0
1.0,16647,5,47,1701,2,1,0,0,1,1,0,0,0
1.0,9317,7,29,1775,2,1,0,1,0,0,0,1,0
1.0,15523,5,50,864,1,1,0,0,1,0,0,1,0
1.0,45600,6,114,2358,3,1,0,0,1,0,1,0,0
1.0,9600,6,46,1855,2,1,0,0,1,1,0,0,0
1.0,4435,6,19,848,1,1,0,1,0,1,0,0,0
1.0,3196,8,19,1456,2,1,0,1,0,0,0,0,0
1.0,7128,7,81,1646,2,1,0,0,1,1,0,0,0
1.0,12095,6,58,1445,1,1,0,0,1,0,0,1,0
1.0,17920,5,67,1779,1,1,0,0,1,0,0,0,0
1.0,6897,5,60,1040,1,1,0,0,1,0,0,0,1
1.0,10970,6,44,1026,1,1,0,0,1,0,1,0,0
1.0,8125,6,28,1481,2,1,0,0,1,0,0,1,0
1.0,10400,7,46,1370,2,1,0,0,1,0,0,1,0
1.0,11029,6,54,2654,2,1,0,1,0,0,0,0,0
1.0,7642,7,104,1426,1,1,0,1,0,1,0,0,0
1.0,11625,5,57,1039,1,1,0,0,1,0,0,0,1
1.0,9672,6,38,1097,2,1,0,0,1,0,0,0,1
1.0,7931,5,63,1148,1,1,0,0,1,0,0,1,0
1.0,8640,7,15,1372,2,1,0,1,0,0,1,0,0
1.0,8750,5,52,1002,1,1,0,0,1,0,0,1,0
1.0,10656,8,16,1646,2,1,0,1,0,1,0,0,0
1.0,6970,4,61,1120,1,1,1,0,0,1,0,0,0
1.0,14762,5,74,2320,2,1,0,0,1,0,0,0,0
