LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,SalePrice
10380,7,5,1986,1502,Ex,Y,1553,2730,2,4,1,4,8,96,2007,301000
5820,3,8,1955,1162,Ex,Y,1163,1163,1,3,1,3,6,98,2006,126175
11275,7,7,1967,710,Ex,Y,1898,2978,2,5,1,4,11,0,2010,242000
5000,5,6,1941,720,Po,N,803,803,1,2,1,3,5,0,2007,87000
10846,8,5,1993,1719,Ex,Y,1719,1719,1,1,1,4,6,30,2008,324000
11600,6,5,1960,1383,TA,Y,1383,1383,1,3,1,3,7,45,2006,145250
11888,6,6,1916,844,Gd,N,1445,2134,2,5,1,4,10,60,2009,214500
6402,5,5,1920,596,TA,N,596,1192,1,3,1,3,6,0,2009,78000
10624,5,4,1964,1728,TA,Y,1728,1728,2,6,2,3,10,0,2007,119000
8176,5,6,1958,1056,Fa,Y,1056,1056,1,3,1,3,6,0,2007,139000
10655,8,5,2003,3206,Ex,Y,1629,1629,2,3,1,4,7,0,2009,284000
8198,7,5,2004,1358,Ex,Y,1358,1358,2,2,1,4,6,30,2008,207000
9042,6,5,1998,943,Gd,Y,943,1638,2,3,1,3,7,38,2008,192000
164660,5,6,1965,1499,Ex,Y,1619,1786,2,3,1,3,7,0,2008,228950
14157,9,5,2005,1922,Ex,Y,1922,1922,2,3,1,4,8,51,2007,377426
9135,7,5,2002,1536,Ex,Y,1536,1536,2,3,1,4,7,74,2008,214000
14145,7,7,1984,1208,Ex,Y,1621,1621,2,3,1,4,8,45,2006,202500
12400,6,7,1958,1215,TA,Y,1215,1215,1,3,1,3,6,0,2009,155000
14191,8,5,2002,967,Ex,Y,993,1908,2,4,1,4,9,0,2010,202900
8400,4,4,1950,721,Gd,Y,841,841,1,2,1,3,4,0,2009,82000
8544,3,4,1949,0,Fa,N,1040,1040,2,2,2,3,6,0,2006,87500
8849,9,5,2005,1684,Ex,Y,1684,1684,2,2,1,5,6,72,2008,266000
2592,5,3,1976,536,TA,Y,536,1112,1,3,1,3,4,0,2010,85000
6435,6,5,1939,972,Gd,Y,972,1577,1,3,1,2,6,0,2006,140200
12772,6,8,1960,958,TA,Y,958,958,1,2,1,3,5,0,2007,151500
17600,6,5,1960,1478,Ex,Y,1478,1478,2,3,1,3,6,40,2009,157500
2448,7,5,2003,764,Ex,Y,764,1626,2,2,1,4,6,27,2008,154000
20431,9,5,2005,1848,Ex,Y,1848,2728,2,4,1,5,10,0,2006,437154
7820,9,5,2007,1869,Ex,Y,1869,1869,2,2,1,5,6,54,2007,318061
5271,7,5,1986,1453,Gd,Y,1453,1453,1,2,1,4,6,80,2006,190000
9084,5,6,1941,616,TA,N,616,1111,1,3,1,3,5,0,2008,95000
8520,6,8,1928,624,Gd,Y,720,720,1,2,1,3,5,0,2010,105900
8400,6,5,1940,940,Ex,Y,1192,1595,1,2,1,3,6,0,2006,140000
11249,6,5,1995,1200,Ex,Y,1200,1200,2,3,1,4,6,26,2007,177500
9248,6,6,1992,1158,Gd,Y,1167,1167,2,3,1,4,6,26,2009,173000
4224,5,5,1976,1142,TA,Y,1142,1142,1,3,1,3,6,90,2007,134000
6930,5,4,1958,1062,Ex,Y,1352,1352,1,3,1,4,6,0,2006,130000
12011,8,5,1998,1086,Ex,Y,1086,1924,2,3,1,4,7,75,2006,280000
7540,6,6,1978,888,Ex,Y,912,912,1,2,1,3,5,0,2007,156000
9144,5,5,1940,883,Gd,Y,988,1505,1,3,1,3,8,0,2008,145000
7301,7,5,2003,0,Ex,Y,495,1922,3,4,1,4,7,0,2009,198500
1680,6,8,1972,483,Gd,Y,483,987,1,2,1,4,5,0,2009,118000
18800,6,5,1976,796,TA,Y,790,1574,2,3,1,3,6,111,2006,190000
10690,5,7,1920,672,Gd,Y,672,1344,1,3,1,3,6,128,2009,147000
9500,6,5,1963,1394,Gd,Y,1394,1394,1,3,1,3,6,76,2009,159000
9150,6,5,1962,1099,Gd,Y,1431,1431,1,3,1,3,6,110,2008,165000
7800,5,6,1954,1268,Gd,Y,1268,1268,1,2,1,3,7,98,2010,132000
9830,5,7,1959,1063,Ex,Y,1287,1287,1,3,1,4,7,17,2010,162000
8121,6,5,2000,953,Ex,Y,953,1664,2,3,1,3,7,40,2006,172400
17120,4,4,1959,0,TA,Y,1120,1588,2,4,1,3,7,59,2008,134432
7175,6,5,1984,744,TA,Y,752,752,1,2,1,3,4,0,2010,125000
10634,5,6,1953,608,TA,Y,1319,1319,1,3,1,3,5,0,2009,123000
8200,7,5,2003,847,Ex,Y,847,1928,2,4,1,4,8,48,2007,219500
10020,1,1,1922,683,Gd,N,904,904,0,1,1,2,4,0,2009,61000
8846,5,5,1996,870,Ex,Y,914,914,1,2,1,3,5,0,2006,148000
11143,8,5,2004,1580,Ex,Y,1580,2466,3,4,1,4,8,214,2007,340000
11394,9,2,2010,1856,Ex,Y,1856,1856,1,1,1,5,8,0,2010,394432
8123,6,5,2000,982,Ex,Y,1007,1800,2,3,1,3,7,63,2009,179000
5000,5,6,1924,1026,TA,Y,1026,1691,2,3,1,4,6,0,2010,127000
7200,7,5,2006,1293,Ex,Y,1301,1301,2,2,1,4,5,121,2006,187750
9245,7,5,2006,939,Ex,Y,939,1797,2,3,1,4,8,53,2007,213500
9000,6,3,1928,784,TA,N,784,784,1,2,1,3,5,0,2009,76000
53107,6,5,1992,1580,Ex,Y,1079,1953,2,3,1,4,9,231,2007,240000
3182,8,5,2004,1256,Ex,Y,1269,1269,2,2,1,4,6,20,2010,192000
8410,5,3,1910,658,TA,Y,658,1184,1,5,1,3,8,151,2006,81000
7200,6,6,1976,1041,Ex,Y,1125,1125,1,3,1,3,6,0,2009,125000
9382,7,5,1999,1468,Ex,Y,1479,1479,2,3,1,4,6,25,2008,191000
12474,10,5,2007,1682,Ex,Y,1742,2332,2,3,1,5,9,134,2008,426000
8405,5,8,1900,861,Ex,Y,961,1367,1,4,1,3,7,130,2008,119000
12209,6,5,2001,804,Ex,Y,804,1961,2,3,1,4,7,192,2009,215000
8339,5,7,1959,0,TA,Y,882,882,1,3,1,3,5,0,2007,106500
7446,4,5,1941,788,TA,Y,788,788,1,2,1,3,4,0,2006,100000
10134,5,6,1940,735,Gd,Y,735,1034,1,2,1,3,5,39,2007,109000
9571,5,6,1956,1144,TA,Y,1144,1144,1,3,1,3,6,0,2010,129000
7200,5,5,1972,894,TA,Y,894,894,1,2,1,3,6,0,2009,123000
7590,5,5,1962,864,TA,Y,876,1812,2,4,1,3,8,168,2007,169500
8967,5,2,1920,961,Gd,Y,1077,1077,1,2,1,3,6,0,2007,67000
8125,7,5,2006,1092,Ex,Y,1112,1550,2,2,1,4,7,168,2009,241000
14963,8,5,1996,1260,Ex,Y,1288,1288,1,1,1,5,4,30,2008,245500
8767,7,5,2005,1310,Ex,Y,1310,1310,2,3,1,4,6,0,2006,164990
10200,5,8,1940,672,Ex,Y,672,672,1,2,1,3,4,0,2008,108000
12090,8,5,1998,1141,Gd,Y,1165,2263,2,4,1,4,10,123,2006,258000
10364,6,5,1995,806,Gd,Y,806,1572,2,3,1,3,7,40,2007,168000
9991,4,4,1976,1281,Ex,Y,1620,1620,2,3,1,3,8,78,2009,150000
10480,6,5,1936,1064,Ex,Y,1166,1639,1,3,1,3,6,0,2008,115000
15576,6,7,1915,840,Ex,Y,840,1680,2,4,1,3,8,0,2008,177000
14154,7,5,2006,1063,Ex,Y,1071,2172,2,3,1,4,9,62,2007,280000
10800,8,5,2007,1034,Ex,Y,1050,2078,2,3,1,5,8,102,2008,339750
9571,5,3,1958,1276,TA,Y,1276,1276,1,3,1,3,5,0,2009,60000
34650,5,5,1955,1056,TA,N,1056,1056,1,3,1,3,5,0,2006,145000
4403,7,5,2009,1470,Ex,Y,1478,1478,2,2,1,4,7,144,2010,222000
8960,5,6,1927,1008,Gd,Y,1028,1028,1,2,1,3,5,0,2010,115000
11228,7,5,1993,1080,Ex,Y,1080,2097,2,3,1,4,9,187,2008,228000
8899,7,5,2007,1340,Ex,Y,1340,1340,2,3,1,4,6,30,2007,181134
7844,6,7,1978,672,TA,Y,672,1400,1,3,1,3,6,0,2006,149500
22420,6,6,1918,1370,TA,N,1370,2624,2,4,1,3,10,0,2007,239000
8160,5,6,1940,756,Fa,N,756,1134,1,3,1,3,7,0,2007,126000
8450,5,6,1968,1056,Ex,Y,1056,1056,1,3,1,3,6,85,2010,142000
7060,7,5,1997,1344,Ex,Y,1344,1344,2,2,2,3,8,0,2008,206300
16635,6,7,1977,1602,Gd,Y,1602,1602,2,3,1,4,8,0,2009,215000
21750,5,5,1954,988,Ex,Y,988,988,1,2,1,3,4,0,2008,113000
9200,8,5,1998,1470,Gd,Y,1470,2630,2,4,1,4,8,66,2008,315000
9000,6,5,1956,1196,Gd,Y,1196,1196,1,2,1,3,6,44,2008,139000
3378,7,8,1946,651,Gd,Y,707,1389,1,3,1,3,6,0,2009,135000
12800,7,5,1989,1518,Gd,Y,1644,1644,2,2,1,4,5,0,2009,275000
8593,4,6,1957,907,Ex,Y,907,907,1,3,1,3,5,0,2008,109008
6762,7,5,2007,1208,Ex,Y,1208,1208,2,2,1,4,6,54,2007,195400
11457,6,5,1988,1392,TA,Y,1412,1412,2,3,1,4,6,0,2009,175000
1680,6,5,1971,483,TA,Y,483,987,1,2,1,3,4,0,2008,85400
5586,6,7,1920,901,Gd,Y,1088,1198,1,4,1,3,7,98,2008,79900
1920,5,5,1971,765,Ex,Y,765,1365,1,2,1,3,6,36,2007,122500
10839,6,5,1997,926,Ex,Y,926,1604,2,3,1,3,7,36,2008,181000
1890,4,7,1972,630,Gd,Y,630,630,1,1,1,3,3,0,2008,81000
10667,7,6,1996,799,Ex,Y,827,1661,2,3,1,4,6,61,2009,212000
4400,6,8,1920,648,TA,Y,734,1118,1,2,1,3,6,0,2006,116000
6000,6,7,1926,884,Gd,Y,904,904,1,2,1,3,4,0,2009,119000
4280,5,6,1913,440,TA,N,694,694,1,2,1,4,4,0,2007,90350
12354,6,8,1920,684,Gd,Y,684,1196,1,3,1,4,7,46,2009,110000
15431,10,5,2008,3094,Ex,Y,2402,2402,2,2,1,5,10,72,2009,555000
12108,4,4,1955,1440,TA,N,1440,1440,2,4,2,2,8,0,2008,118000
6240,5,7,1930,1078,TA,Y,1128,1573,2,3,1,3,8,0,2008,162900
3922,7,5,2006,1258,Ex,Y,1258,1258,2,2,1,4,6,16,2007,172500
8750,7,5,1994,915,Ex,Y,933,1908,2,4,1,4,8,133,2008,210000
9855,6,5,1956,1436,Fa,Y,1689,1689,1,3,1,3,7,0,2009,127500
16492,6,6,1966,1517,Ex,Y,1888,1888,2,2,1,4,6,0,2010,190000
11214,7,5,1998,930,Gd,Y,956,1886,2,4,1,4,10,0,2006,199900
8600,6,6,1937,780,TA,Y,780,1376,2,3,1,3,7,0,2006,119500
6000,3,7,1948,649,Ex,Y,679,1183,1,2,1,3,6,176,2007,120000
5684,6,8,1930,813,Ex,Y,813,813,1,2,1,4,5,113,2006,110000
70761,7,5,1975,1533,TA,Y,1533,1533,2,2,1,4,5,54,2006,280000
9303,6,5,1996,872,Ex,Y,888,1756,2,3,1,3,7,122,2007,204000
9000,8,5,2008,768,Ex,Y,786,1590,2,3,1,4,6,30,2009,210000
9297,5,5,1976,1728,TA,Y,1728,1728,2,4,2,3,8,0,2006,188000
9600,7,6,1973,1242,Fa,Y,1242,1242,1,3,1,3,6,0,2007,175500
4571,5,5,1916,624,Fa,N,624,1344,1,4,1,3,7,0,2008,98000
53227,4,6,1954,1364,Ex,Y,1663,1663,1,2,1,4,6,137,2008,256000
5100,8,7,1925,588,Fa,Y,833,1666,1,3,1,4,7,63,2008,161000
7015,5,4,1950,709,TA,Y,979,1203,1,3,1,4,5,0,2009,110000
8004,8,5,2009,832,Ex,Y,832,1935,2,3,1,3,8,150,2009,263435
7200,7,9,1936,560,Ex,Y,575,1135,1,3,1,4,6,0,2009,155000
8281,5,5,1965,864,Gd,Y,864,864,1,3,1,3,5,0,2009,62383
11988,6,7,1934,715,Fa,Y,849,1660,1,3,1,3,6,0,2008,188700
8430,5,5,1978,1040,TA,Y,1040,1040,2,3,1,3,5,0,2009,124000
3072,7,5,2004,1375,Ex,Y,1414,1414,2,2,1,4,6,20,2006,178740
10628,7,5,1970,1277,TA,Y,1277,1277,1,2,1,3,5,0,2007,167000
9480,5,7,1942,728,Ex,Y,888,1644,1,3,1,4,7,0,2007,146500
11428,8,5,2006,1626,Ex,Y,1634,1634,2,3,1,4,7,44,2007,250000
9291,6,5,1993,832,Ex,Y,832,1710,2,3,1,4,7,70,2008,187000
6820,8,5,1985,1488,TA,Y,1502,1502,1,1,1,4,4,54,2010,212000
11952,7,6,1977,808,TA,Y,1161,1969,2,3,1,3,8,0,2007,190000
3675,6,5,2005,547,Ex,Y,1072,1072,1,2,1,3,5,28,2008,148000
14977,8,5,2006,1976,Ex,Y,1976,1976,2,2,1,4,7,63,2007,440000
5330,8,5,2000,1494,Ex,Y,1652,1652,2,2,1,5,6,48,2007,251000
8480,5,6,1963,970,TA,Y,970,970,1,2,1,3,5,24,2007,132500
13125,6,5,1997,1478,Ex,Y,1493,1493,2,3,1,4,7,39,2008,208900
13693,9,5,2006,2153,Ex,Y,2069,2643,2,3,1,5,9,84,2007,380000
10637,8,5,2007,1705,Ex,Y,1718,1718,2,3,1,4,7,44,2009,297000
5925,4,7,1937,907,TA,Y,1131,1131,1,2,1,3,7,72,2007,89471
16033,9,5,2004,1833,Ex,Y,1850,1850,2,3,1,4,8,112,2006,326000
11846,9,5,2003,1792,Ex,Y,1792,1792,2,2,1,5,6,49,2006,374000
2500,7,8,1915,910,Ex,Y,916,1826,1,4,1,5,7,0,2009,155000
4500,6,5,1998,1216,Ex,Y,1216,1216,2,2,1,3,5,125,2006,164000
7758,5,7,1962,999,Gd,Y,999,999,1,3,1,4,6,132,2007,132500
9600,5,7,1950,1113,Gd,Y,1113,1113,1,3,1,4,5,80,2009,147000
10289,5,7,1965,1073,TA,Y,1073,1073,1,3,1,3,6,0,2007,156000
12243,5,6,1971,1484,Gd,Y,1484,1484,2,3,1,3,7,0,2007,175000
10800,5,4,1900,954,TA,N,1766,2414,2,3,2,3,10,0,2006,160000
1526,4,8,1970,630,TA,Y,630,630,1,1,1,4,3,0,2009,86000
2665,5,6,1976,264,TA,Y,616,1304,1,3,1,3,4,24,2008,115000
9490,6,7,1941,806,TA,Y,958,1578,1,3,1,2,5,0,2006,133000
15578,6,5,2006,728,Gd,Y,728,1456,2,3,1,3,8,0,2006,172785
7931,5,6,1960,1269,TA,Y,1269,1269,1,3,1,3,6,0,2008,155000
5784,5,8,1938,190,Gd,Y,886,886,1,2,1,3,4,20,2009,91300
7879,4,5,1920,720,TA,N,720,720,1,2,1,3,4,523,2009,34900
12692,8,5,1992,3200,Ex,Y,3228,3228,3,4,1,4,10,75,2007,430000
9120,7,6,1925,1026,Ex,Y,1133,1820,2,4,1,3,8,100,2008,184000
7800,5,7,1967,864,Ex,Y,899,899,1,3,1,4,5,0,2009,130000
7535,5,7,1958,912,Fa,Y,912,912,1,2,1,3,5,285,2007,120000
1890,6,5,1973,672,TA,Y,672,1218,1,3,1,3,7,28,2007,113000
9803,7,5,2005,866,Gd,Y,866,1768,2,3,1,4,7,108,2008,226700
9170,5,7,1965,1214,Ex,Y,1214,1214,1,2,1,3,6,0,2007,140000
15602,7,8,1959,1501,TA,Y,1801,1801,2,1,1,3,6,54,2010,289000
2308,6,5,1974,855,TA,Y,855,1322,2,3,1,3,6,0,2009,147000
7596,5,5,1952,960,Gd,Y,960,1960,2,4,2,3,10,0,2009,124500
9554,8,5,1993,777,Ex,Y,1065,1911,2,3,1,4,8,81,2006,215000
7862,6,5,2009,1218,Ex,Y,1218,1218,2,2,1,4,4,102,2009,208300
9600,7,9,1928,689,Ex,Y,689,1378,2,3,1,4,7,0,2008,161000
9600,5,6,1959,1041,Ex,Y,1041,1041,1,3,1,3,6,88,2009,124500
14559,5,7,1951,1008,Ex,Y,1363,1363,1,2,1,3,6,42,2009,164900
6792,7,5,2005,1368,Ex,Y,1368,1368,2,2,1,4,6,35,2006,202665
9100,5,5,1958,864,TA,Y,864,864,1,3,1,3,5,0,2006,129900
9187,6,5,1983,1084,TA,Y,1080,1080,1,3,1,3,5,0,2007,134000
10594,5,5,1926,768,Fa,N,789,789,1,2,1,3,5,0,2007,96500
12220,10,5,2009,2006,Ex,Y,2020,2020,2,3,1,5,9,54,2009,402861
10448,6,6,1972,689,TA,Y,1378,2119,2,3,1,3,7,104,2009,158000
10208,7,5,1996,1264,Ex,Y,1277,2344,2,3,1,4,7,0,2009,265000
9531,6,5,1998,794,Ex,Y,882,1796,2,3,1,3,7,36,2007,211000
10918,7,9,1926,1276,Ex,Y,1276,2080,1,3,1,4,9,0,2009,234000
10800,4,7,1900,0,TA,N,694,1294,2,3,2,3,7,114,2008,106250
11988,6,6,1957,1244,Ex,Y,1244,1244,1,3,1,3,6,40,2007,150000
5000,6,7,1947,1004,Ex,Y,1004,1664,2,3,1,3,7,24,2006,159000
40094,10,5,2007,3138,Ex,Y,3138,4676,3,3,1,5,11,406,2007,184750
11787,7,5,1996,1379,Ex,Y,1383,2398,2,3,1,4,8,60,2007,315750
7500,7,5,2005,1257,Ex,Y,1266,1266,2,3,1,4,6,144,2006,176000
13300,5,7,1956,928,TA,Y,928,928,1,2,1,3,4,0,2007,132000
14948,9,5,2008,1452,Ex,Y,1476,2713,2,3,1,5,11,66,2008,446261
9098,4,7,1920,528,Ex,Y,605,605,1,2,1,3,5,0,2007,86000
32668,6,3,1957,2035,TA,Y,2515,2515,3,4,2,3,9,0,2007,200624
10200,6,5,1988,1461,Ex,Y,1509,1509,2,3,1,4,5,0,2008,175000
6155,6,8,1920,611,Ex,Y,751,1362,2,3,1,3,6,0,2008,128000
7200,5,7,1955,0,Ex,Y,827,827,1,2,1,3,5,0,2010,107500
5000,1,3,1946,0,Fa,N,334,334,1,1,1,2,2,0,2007,39300
9056,8,5,2004,707,Ex,Y,707,1414,2,3,1,4,6,35,2006,178000
7000,5,7,1910,1117,TA,Y,820,1347,1,3,1,3,5,0,2008,107500
8924,7,5,1998,880,Ex,Y,880,1724,2,3,1,4,8,155,2008,188000
12735,4,5,1972,864,TA,Y,864,864,1,3,1,3,5,0,2008,111250
11553,5,5,1968,1051,TA,Y,1159,1159,1,3,1,3,7,0,2006,158000
11423,8,5,2001,1581,Ex,Y,1601,1601,2,3,1,4,6,0,2010,272000
14601,9,5,2006,1838,Ex,Y,1838,1838,2,2,1,5,8,68,2009,315000
11000,8,5,2000,969,Ex,Y,997,2285,2,4,1,4,8,56,2007,248000
10140,7,5,1998,1650,Ex,Y,1680,1680,2,3,1,4,7,73,2009,213250
4058,7,5,1998,723,Ex,Y,767,767,1,1,1,3,4,40,2007,133000
17104,7,5,2006,654,Ex,Y,664,1496,2,3,1,4,7,24,2006,179665
13837,7,5,1988,1204,Gd,Y,1377,2183,2,4,1,4,9,0,2006,229000
8737,6,7,1923,1065,Ex,Y,915,1635,1,3,1,3,6,38,2007,210000
7244,5,7,1970,768,Ex,Y,768,768,1,2,1,3,5,0,2007,129500
8235,5,7,1955,825,TA,Y,825,825,1,2,1,3,4,50,2008,125000
9375,7,5,2003,912,Ex,Y,912,2094,2,4,1,4,8,182,2009,263000
4043,6,6,1977,1069,TA,Y,1069,1069,2,2,1,3,4,55,2008,140000
6000,5,6,1957,928,Gd,Y,928,928,1,3,1,3,5,0,2008,112500
11146,8,5,2006,1709,Ex,Y,1717,1717,2,3,1,4,7,39,2009,255500
8777,4,5,1949,0,Ex,Y,1126,1126,2,2,1,4,5,96,2009,108000
10625,7,5,2003,998,Ex,Y,1006,2046,2,3,1,4,8,62,2008,284000
6380,5,6,1922,993,TA,Y,1048,1048,1,2,1,3,5,0,2006,113000
14850,5,5,1957,1092,TA,Y,1092,1092,1,2,1,3,6,0,2006,141000
11040,4,6,1920,637,Gd,Y,897,1336,1,3,1,3,7,47,2006,108000
21872,7,5,1996,729,Ex,Y,729,1446,2,3,1,3,6,22,2008,175000
3196,7,5,2003,1374,Ex,Y,1557,1557,2,2,1,4,7,20,2006,234000
11341,5,6,1957,1392,TA,Y,1392,1392,1,3,1,3,5,0,2010,121500
10010,5,5,1974,1389,Gd,Y,1389,1389,1,2,1,3,6,38,2006,170000
13907,5,6,1940,996,Ex,Y,996,996,1,3,1,3,6,0,2008,108000
21780,6,7,1918,1163,Ex,Y,1163,1674,2,4,1,3,8,36,2008,185000
13346,7,5,1992,1095,Ex,Y,1166,2295,2,4,1,4,9,40,2006,268000
6858,6,4,1915,806,TA,N,841,1647,1,4,1,2,6,66,2010,128000
11198,9,5,2005,1122,Ex,Y,1134,2504,2,4,1,5,11,39,2008,325000
10171,7,5,2004,1517,Ex,Y,1535,1535,2,3,1,4,7,0,2010,214000
12327,8,8,1983,1496,Ex,Y,1496,2132,1,1,1,4,5,40,2009,316600
7032,5,5,1979,943,TA,Y,943,943,1,2,1,3,4,0,2006,135960
13101,5,5,1965,1728,TA,Y,1728,1728,2,6,2,3,10,0,2008,142600
7332,6,6,1959,864,Ex,Y,864,864,1,2,1,4,4,0,2006,120000
13159,7,5,2009,846,Gd,Y,846,1692,2,3,1,4,6,114,2009,224500
9967,7,5,2000,384,Ex,Y,774,1430,2,3,1,3,8,0,2007,170000
10500,5,7,1971,372,TA,Y,576,1109,1,3,1,3,5,0,2007,139000
8480,5,5,1947,832,TA,Y,832,1216,1,2,1,3,6,0,2008,118500
6292,7,7,1928,861,Gd,Y,877,1477,2,3,1,3,6,50,2009,145000
11777,5,6,1966,1164,Ex,Y,1320,1320,1,3,1,3,6,68,2006,164500
3604,7,5,2007,689,Ex,Y,703,1392,2,2,1,4,5,102,2008,146000
12150,5,5,1954,1050,Ex,N,1050,1795,2,4,1,3,7,0,2008,131500
14585,6,6,1960,1144,Ex,Y,1429,1429,1,3,1,4,7,110,2007,181900
12704,8,5,2008,2042,Ex,Y,2042,2042,2,3,1,5,8,90,2009,253293
11841,6,5,1990,816,TA,Y,816,816,1,3,1,3,5,32,2007,118500
13500,10,9,1893,1237,Gd,Y,1521,2775,3,3,1,4,9,502,2008,325000
6120,4,7,1935,884,Ex,Y,989,1573,1,3,1,4,6,0,2009,133000
11443,8,5,2005,1868,Ex,Y,2028,2028,2,2,1,4,7,66,2006,369900
10267,6,7,1918,816,Ex,Y,838,838,1,2,1,2,5,0,2008,130000
8740,5,6,1982,840,TA,Y,860,860,1,2,1,3,4,0,2009,137000
25095,5,8,1968,1437,Ex,Y,1473,1473,1,1,1,5,5,48,2009,143000
9100,5,6,1930,742,TA,Y,779,935,1,2,1,3,4,0,2008,79500
8320,7,5,2004,770,Ex,Y,770,1582,2,3,1,4,6,45,2008,185900
13478,10,5,2008,1722,Ex,Y,1728,2296,2,3,1,5,10,274,2009,451950
6600,5,8,1982,816,Ex,Y,816,816,1,2,1,3,4,0,2008,138000
4435,6,5,2003,848,Ex,Y,848,848,1,1,1,4,4,0,2009,140000
7990,5,6,1975,924,TA,Y,924,924,1,3,1,3,5,0,2008,110000
11302,8,5,2005,1814,Ex,Y,1826,1826,2,3,1,4,7,75,2006,319000
3600,6,7,1910,684,Ex,N,684,1368,1,3,1,3,7,158,2006,114504
3922,7,5,2006,1258,Ex,Y,1402,1402,0,2,1,4,7,16,2007,194201
12984,5,6,1977,1430,Ex,Y,1647,1647,2,3,1,4,7,0,2006,217500
1950,6,6,1980,716,TA,Y,716,1556,2,3,1,3,6,0,2008,151000
10927,8,5,2005,1058,Ex,Y,1058,1904,2,3,1,5,8,60,2006,275000
9000,6,6,1937,780,TA,Y,780,1375,1,3,1,4,6,162,2007,141000
10041,8,5,1992,908,Ex,Y,927,1915,2,3,1,4,8,150,2006,220000
3182,7,5,2004,600,Ex,Y,600,1200,2,2,1,4,4,172,2010,151000
12803,7,5,2002,1494,Ex,Y,1494,1494,2,3,1,4,6,36,2008,221000
13600,7,6,1965,768,TA,Y,1186,1986,2,3,1,3,7,42,2009,205000
12464,5,5,1996,1040,Gd,Y,1040,1040,1,3,1,4,6,0,2009,152000
7800,5,8,1948,896,Ex,Y,1112,2008,3,3,1,5,8,0,2006,225000
12168,8,6,1934,965,TA,Y,1940,3194,2,4,1,3,10,0,2007,359100
7943,4,5,1961,1029,Gd,Y,1029,1029,1,3,1,3,5,0,2007,118500
11050,9,5,2000,1440,Ex,Y,1476,2153,2,3,1,5,8,142,2009,313000
10395,6,6,1978,1032,TA,Y,1032,1032,2,3,1,3,6,0,2007,148000
11885,8,5,2001,1299,Ex,Y,1299,1872,2,3,1,5,7,122,2009,261500
8402,5,5,2007,1120,Ex,Y,1120,1120,1,3,1,3,6,30,2007,147000
1491,4,6,1972,630,Ex,Y,630,630,1,1,1,3,3,24,2010,75500
8800,6,7,1963,936,Ex,Y,1054,1054,1,3,1,4,6,0,2010,137500
7861,6,5,2002,783,Ex,Y,807,1509,2,3,1,4,7,75,2006,183200
7227,6,6,1954,832,Gd,Y,832,832,1,2,1,4,4,0,2008,105500
11694,9,5,2007,1822,Ex,Y,1828,1828,2,3,1,4,9,108,2007,314813
12244,8,5,2003,1482,Ex,Y,1482,2262,2,4,1,4,10,0,2008,305000
8248,3,3,1914,864,TA,N,864,864,1,2,1,3,5,0,2008,67000
10800,6,7,1974,1522,TA,Y,1548,2614,2,4,1,3,9,243,2008,240000
7064,5,6,1977,980,TA,Y,980,980,1,3,1,3,6,0,2009,135000
2117,6,5,2000,756,Ex,Y,756,1512,2,2,1,4,4,32,2007,168500
10400,6,5,1972,732,Gd,Y,1012,1790,1,4,1,3,8,0,2006,165150
10000,6,6,1962,1116,TA,Y,1116,1116,1,3,1,3,5,0,2010,160000
12342,5,5,1960,978,TA,Y,1422,1422,1,3,1,3,6,0,2007,139900
9600,6,6,1955,1156,Ex,Y,1520,1520,1,3,1,3,7,0,2010,153000
11606,5,5,1969,1040,TA,Y,1040,2080,1,5,1,2,9,0,2007,135000
9020,6,5,1964,1248,TA,Y,1350,1350,1,3,1,3,6,0,2008,168500
9000,5,6,1880,636,TA,Y,1089,1750,1,3,1,5,8,0,2006,124000
4590,8,5,2006,1554,Ex,Y,1554,1554,2,2,1,4,6,73,2007,209500
11900,7,5,1977,1386,TA,Y,1411,1411,2,3,1,3,6,0,2009,82500
9250,5,7,1954,1056,TA,Y,1056,1056,1,3,1,3,6,0,2007,139400
6979,6,5,1980,1056,Gd,Y,1056,1056,0,0,2,3,4,56,2010,144000
10896,6,7,1914,1440,Ex,Y,1440,3395,2,8,2,2,14,110,2007,200000
6120,2,3,1936,264,Fa,N,800,800,1,1,1,2,4,0,2009,60000
6000,5,4,1954,811,TA,Y,811,1387,2,3,2,4,7,0,2009,93000
8777,5,7,1910,796,Gd,Y,796,796,1,2,1,3,4,0,2008,85000
3982,8,5,2006,1520,Ex,Y,1567,1567,2,1,1,5,7,0,2006,264561
12677,8,5,2003,1518,Ex,Y,1518,1518,1,1,1,5,6,140,2008,274000
7050,7,5,2001,1057,Ex,Y,1057,1929,2,3,1,4,7,235,2007,226000
13860,8,7,1972,1952,Gd,Y,2000,2704,2,4,1,5,9,111,2009,345000
10793,5,5,1969,780,Ex,Y,780,1620,2,4,1,3,7,0,2007,152000
9187,9,5,2009,1766,Ex,Y,1766,1766,2,2,1,5,7,130,2009,370878
10530,6,5,1971,981,TA,Y,981,981,1,3,1,3,5,312,2007,143250
7200,5,5,1950,0,Gd,Y,1048,1048,1,3,1,3,7,27,2008,98300
10452,6,5,1953,1094,Ex,Y,1094,1094,1,3,1,3,5,0,2008,155000
