Id,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC
167,10708,Pave,5,5,1955,1993,Hip,1617,GasA,Ex,Y,1867,0,1867,1,0,1,0,2,1,TA,7,3,Gd,Y,476,0,0,0,142,0,
168,10562,Pave,8,5,2007,2007,Gable,1582,GasA,Ex,Y,1610,551,2161,1,0,1,1,3,1,Ex,8,1,Gd,Y,178,120,0,0,0,0,
169,8244,Pave,7,5,2004,2004,Gable,840,GasA,Ex,Y,840,880,1720,0,0,2,1,3,1,Gd,7,1,Gd,Y,100,48,0,0,0,0,
170,16669,Pave,8,6,1981,1981,Hip,1686,GasA,TA,Y,1707,0,1707,0,0,2,1,2,1,TA,6,1,TA,Y,574,64,0,0,0,0,
171,12358,Pave,5,6,1941,1950,Gable,720,GasA,TA,Y,854,0,1382,0,0,1,1,2,1,TA,7,0,,Y,237,0,0,0,0,0,
172,31770,Pave,6,5,1960,1960,Hip,1080,GasA,Fa,Y,1656,0,1656,1,0,1,0,3,1,TA,7,2,Gd,P,210,62,0,0,0,0,
173,5306,Pave,7,7,1987,1987,Gable,1064,GasA,Gd,Y,1064,703,1767,1,0,2,0,2,1,Gd,5,1,TA,Y,441,35,0,0,0,0,
174,10197,Pave,6,5,1961,1961,Gable,1362,GasA,TA,Y,1362,0,1362,1,0,1,1,3,1,TA,6,1,TA,Y,0,20,0,0,0,0,
175,12416,Pave,6,5,1986,1986,Gable,1606,GasA,TA,Y,1651,0,1651,1,0,2,0,3,1,TA,7,1,TA,Y,192,0,0,0,0,0,
176,12615,Pave,6,7,1950,2001,Gable,1202,GasA,TA,Y,2158,0,2158,1,0,2,0,4,1,Gd,7,1,Gd,Y,0,29,39,0,0,0,
177,10029,Pave,6,5,1988,1989,Gable,1151,GasA,TA,Y,1164,896,2060,0,1,2,1,4,1,TA,8,1,TA,Y,0,228,0,0,192,0,
178,13650,Pave,5,5,1958,1958,Gable,1052,GasA,Ex,Y,1252,668,1920,1,0,2,0,4,1,Gd,8,1,Gd,Y,0,0,0,0,0,0,
179,17423,Pave,9,5,2008,2009,Hip,2216,GasA,Ex,Y,2234,0,2234,1,0,2,0,1,1,Ex,9,1,Gd,Y,0,60,0,0,0,0,
180,8520,Pave,5,6,1923,2006,Gable,968,GasA,TA,Y,968,0,968,0,0,1,0,2,1,TA,5,0,,N,0,0,184,0,0,0,
181,2117,Pave,6,5,2000,2000,Gable,756,GasA,Ex,Y,769,756,1525,0,0,2,1,3,1,Gd,5,1,TA,Y,0,0,0,0,0,0,
182,7588,Pave,7,6,1920,1950,Gable,793,GasA,Gd,Y,901,901,1802,0,0,1,1,4,1,TA,9,1,Gd,Y,0,0,40,0,0,0,
183,9060,Pave,5,6,1957,2006,Hip,0,GasA,Ex,Y,1340,0,1340,0,0,1,0,3,1,TA,7,1,Gd,Y,116,0,0,180,0,0,
184,11426,Pave,7,5,2003,2003,Gable,1362,GasA,Ex,Y,1362,720,2082,0,0,2,1,3,1,Gd,6,0,,N,280,238,0,0,0,0,
185,7438,Pave,5,8,1908,1991,Gable,504,GasA,Gd,Y,936,316,1252,0,0,1,0,3,1,TA,5,0,,Y,104,0,0,0,0,0,
186,22950,Pave,10,9,1892,1993,Gable,1107,GasA,Ex,Y,1518,1518,3608,0,0,2,1,4,1,Ex,12,2,TA,Y,0,260,0,0,410,0,
187,9947,Pave,7,5,1990,1991,Gable,1188,GasA,Ex,Y,1217,0,1217,1,0,2,0,3,1,Gd,6,0,,Y,168,27,0,0,0,0,
188,10410,Pave,5,7,1916,1987,Gable,660,GasA,Ex,Y,808,704,1656,0,0,2,1,3,1,TA,8,0,,N,0,0,0,140,0,0,
189,7018,Pave,5,5,1979,1979,Gable,1086,GasA,TA,Y,1224,0,1224,2,0,0,2,2,2,TA,6,2,TA,Y,120,0,0,0,0,0,
190,4923,Pave,8,5,2001,2002,Gable,1593,GasA,Ex,Y,1593,0,1593,1,0,1,1,0,1,Ex,5,1,Gd,Y,0,120,0,0,224,0,
191,10570,Pave,8,8,1932,1994,Hip,853,GasA,TA,Y,1549,1178,2727,0,0,2,1,3,1,Gd,10,2,TA,Y,0,74,0,0,0,0,
192,7472,Pave,7,9,1972,2004,Gable,725,GasA,Gd,Y,725,754,1479,1,0,1,1,4,1,Gd,7,0,,Y,0,32,0,0,0,0,
193,9017,Pave,7,5,1999,1999,Gable,1431,GasA,Ex,Y,1431,0,1431,1,0,2,0,3,1,Gd,6,0,,Y,0,35,0,0,0,0,
194,2522,Pave,7,5,2004,2004,Gable,970,GasA,Ex,Y,970,739,1709,0,0,2,0,3,1,Gd,7,0,,Y,0,40,0,0,0,0,
195,7180,Pave,5,7,1972,1972,Hip,864,GasA,TA,Y,864,0,864,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
196,2280,Pave,6,6,1976,1976,Gable,855,GasA,TA,Y,855,601,1456,0,0,2,1,3,1,TA,7,1,TA,Y,87,0,0,0,0,0,
197,9416,Pave,7,5,2007,2007,Hip,1726,GasA,Ex,Y,1726,0,1726,1,0,2,0,3,1,Ex,8,1,Gd,Y,171,138,0,0,266,0,
198,25419,Pave,8,4,1918,1990,Gable,1360,GasA,Gd,Y,1360,1360,3112,1,1,2,0,4,1,Gd,8,1,Ex,Y,0,16,552,0,0,512,Ex
199,5520,Pave,6,6,1912,1950,Gable,755,GasA,Ex,Y,929,929,2229,0,0,1,0,5,1,TA,8,0,,Y,0,198,30,0,0,0,
200,9591,Pave,8,5,2004,2005,Hip,1713,GasA,Ex,Y,1713,0,1713,1,0,2,0,3,1,Ex,7,1,Gd,Y,0,26,0,0,170,0,
201,8546,Pave,4,5,2003,2004,Gable,1121,GasA,Ex,Y,1121,0,1121,0,0,2,0,2,1,TA,5,0,,Y,132,64,0,0,0,0,
202,10125,Pave,6,6,1977,1977,Gable,1196,GasA,TA,Y,1279,0,1279,0,1,2,0,3,1,TA,6,2,Fa,Y,238,83,0,0,0,0,
203,7000,Pave,6,6,1924,1950,Gable,617,GasA,Gd,Y,865,445,1310,0,0,2,0,2,1,TA,6,0,,Y,0,0,126,0,0,0,
204,4438,Pave,6,5,2004,2004,Gable,848,GasA,Ex,Y,848,0,848,1,0,1,0,1,1,Gd,3,1,Gd,Y,149,0,0,0,0,0,
205,3500,Pave,5,7,1947,1950,Gable,720,GasA,TA,Y,720,564,1284,0,0,1,1,2,1,TA,5,0,,Y,0,35,0,0,0,0,
206,11851,Pave,7,5,1990,1990,Gable,1424,GasA,Ex,Y,1442,0,1442,0,0,2,0,3,1,TA,5,0,,Y,0,34,0,508,0,0,
207,13673,Pave,5,5,1962,1962,Gable,1140,GasA,TA,Y,1696,0,1696,0,0,1,1,3,1,TA,8,1,TA,Y,0,30,0,0,0,0,
208,12493,Pave,4,5,1960,1960,Gable,1100,GasA,TA,Y,1100,0,1100,1,0,1,0,3,1,TA,6,1,Po,Y,355,0,0,0,0,0,
209,14364,Pave,7,5,1988,1989,Gable,1157,GasA,Ex,Y,1180,882,2062,1,0,2,1,3,1,TA,7,1,Gd,Y,60,55,0,0,154,0,
210,8250,Pave,6,7,1964,1964,Hip,1092,GasA,Ex,Y,1092,0,1092,1,0,1,0,3,1,TA,6,0,,Y,0,0,0,0,0,0,
211,5604,Pave,5,6,1925,1950,Gable,864,GasA,TA,N,864,0,864,1,0,1,0,2,1,TA,5,0,,Y,0,0,96,0,0,0,
212,10420,Pave,6,5,2009,2009,Gable,1212,GasA,Ex,Y,1212,0,1212,0,0,2,0,3,1,Gd,6,0,,Y,100,22,0,0,0,0,
213,8640,Pave,7,5,2009,2009,Gable,900,GasA,Ex,Y,932,920,1852,1,0,2,1,3,1,Gd,7,1,TA,Y,168,108,0,0,0,0,
214,13568,Pave,5,5,1995,1995,Gable,990,GasA,Ex,Y,990,0,990,0,1,1,0,3,1,TA,5,0,,Y,224,0,0,0,0,0,
215,10900,Pave,6,7,1977,1977,Gable,689,GasA,Ex,Y,689,703,1392,0,0,1,1,3,1,TA,6,0,,Y,0,36,0,0,0,0,
216,10011,Pave,5,6,1957,1996,Gable,1070,GasA,TA,Y,1236,0,1236,0,1,1,0,2,1,Gd,6,1,Fa,Y,0,0,0,0,0,0,
217,8450,Pave,7,5,2004,2004,Gable,1436,GasA,Ex,Y,1436,0,1436,1,0,2,0,3,1,Gd,8,0,,Y,139,98,0,0,0,0,
218,9906,Pave,4,4,1925,1950,Gable,686,GasA,Fa,N,810,518,1328,0,0,1,0,3,1,TA,8,0,,Y,0,172,60,0,0,0,
219,15660,Pave,7,9,1939,2006,Gable,798,GasA,Ex,Y,1137,817,1954,0,1,1,1,3,1,Gd,8,2,TA,Y,0,119,150,0,0,0,
220,3010,Pave,7,5,2005,2006,Gable,1248,GasA,Ex,Y,1248,0,1248,0,0,2,0,2,1,Gd,5,0,,Y,108,0,0,0,0,0,
221,8990,Pave,7,5,2006,2006,Gable,1498,GasA,Ex,Y,1498,0,1498,0,0,2,0,2,1,Gd,5,0,,Y,351,33,0,0,0,0,
222,8068,Pave,6,5,2002,2002,Gable,1010,GasA,Ex,Y,1010,1257,2267,0,0,2,1,4,1,Gd,8,1,TA,Y,120,46,0,0,0,0,
223,11475,Pave,6,6,1975,1975,Gable,713,GasA,TA,Y,811,741,1552,1,0,2,1,3,1,TA,6,1,TA,Y,209,208,0,0,0,0,
224,10500,Pave,4,6,1971,1971,Gable,864,GasA,Gd,Y,864,0,864,0,0,1,0,2,1,TA,4,0,,Y,216,0,0,0,0,0,
225,13472,Pave,10,5,2003,2003,Hip,2392,GasA,Ex,Y,2392,0,2392,0,0,2,0,3,1,Ex,8,1,Ex,Y,248,105,0,0,0,0,
226,1680,Pave,5,5,1971,1971,Gable,630,GasA,TA,Y,630,672,1302,0,0,2,1,3,1,TA,6,0,,Y,0,0,0,0,0,0,
227,9950,Pave,7,5,1995,1995,Gable,1203,GasA,Ex,Y,1214,1306,2520,0,0,2,1,4,1,Gd,9,1,TA,Y,224,114,0,0,0,0,
228,1869,Pave,6,6,1970,1970,Gable,483,GasA,TA,Y,483,504,987,0,0,1,1,2,1,TA,5,0,,Y,0,0,0,0,0,0,
229,8521,Pave,5,5,1967,1967,Gable,912,GasA,TA,Y,912,0,912,0,0,1,0,3,1,TA,5,1,Fa,Y,0,0,0,0,0,0,
230,3182,Pave,7,5,2005,2006,Gable,1373,GasA,Ex,Y,1555,0,1555,0,0,2,0,2,1,Gd,7,1,TA,Y,143,20,0,0,0,0,
231,8760,Pave,6,6,1959,1959,Hip,1194,GasA,TA,Y,1194,0,1194,1,0,1,0,3,1,TA,6,0,,Y,0,0,120,0,0,0,
232,15138,Pave,8,5,1995,1996,Gable,1462,GasA,Ex,Y,1490,1304,2794,1,0,2,1,4,1,Ex,9,1,TA,Y,0,146,202,0,0,0,
233,1680,Pave,6,5,1972,1972,Gable,483,GasA,TA,Y,483,504,987,0,0,1,1,2,1,TA,5,1,Po,Y,0,0,0,0,0,0,
234,10650,Pave,5,6,1976,1976,Gable,894,GasA,TA,Y,894,0,894,1,0,1,0,3,1,TA,5,0,,Y,365,0,0,0,0,0,
235,7851,Pave,6,5,2002,2002,Gable,860,GasA,Ex,Y,860,1100,1960,1,0,2,1,4,1,Gd,8,2,TA,Y,288,48,0,0,0,0,
236,1680,Pave,6,3,1971,1971,Gable,483,GasA,TA,Y,483,504,987,0,0,1,1,2,1,TA,5,0,,Y,0,0,0,0,0,0,
237,8773,Pave,7,5,2004,2004,Gable,1414,GasA,Ex,Y,1414,0,1414,0,0,2,0,3,1,Gd,6,0,,Y,132,105,0,0,0,0,
238,9453,Pave,7,7,1993,2003,Gable,996,GasA,Ex,Y,1014,730,1744,0,0,2,1,3,1,Gd,7,0,,Y,370,70,0,238,0,0,
239,12030,Pave,8,5,2007,2007,Hip,1694,GasA,Ex,Y,1694,0,1694,0,0,2,0,3,1,Gd,7,0,,Y,168,228,0,0,0,0,
240,8741,Pave,6,4,1945,1950,Gable,735,GasA,TA,Y,798,689,1487,0,0,1,1,3,1,TA,7,1,Gd,Y,0,140,0,0,0,0,
241,9000,Pave,8,5,2008,2008,Gable,1566,GasA,Ex,Y,1566,0,1566,1,0,2,0,3,1,Gd,7,0,,Y,144,168,0,0,0,0,
242,3880,Pave,5,9,1945,1997,Gable,686,GasA,Gd,Y,866,0,866,0,0,1,0,2,1,Gd,4,0,,Y,58,42,0,0,0,0,
243,5000,Pave,5,4,1900,1950,Gable,540,GasA,Gd,N,889,551,1440,0,0,1,0,3,1,TA,6,0,,Y,0,0,77,0,0,0,
244,10762,Pave,6,6,1980,1980,Gable,626,GasA,TA,Y,626,591,1217,0,0,1,1,3,1,TA,6,1,TA,Y,0,28,0,0,0,0,
245,8880,Pave,7,5,1994,2002,Gable,948,GasA,Ex,Y,1222,888,2110,1,0,2,1,3,1,Gd,8,2,Fa,Y,0,130,0,0,0,0,
246,10400,Pave,7,5,1988,1988,Gable,1845,GasA,Gd,Y,1872,0,1872,0,1,2,0,3,1,TA,6,1,TA,Y,197,39,0,0,0,0,
247,9142,Pave,6,8,1910,1950,Gable,1020,GasA,Gd,N,908,1020,1928,0,0,2,0,4,2,Fa,9,0,,Y,0,60,112,0,0,0,
248,11310,Pave,6,5,1954,1954,Hip,1367,GasA,Ex,Y,1375,0,1375,0,0,1,0,2,1,TA,5,1,TA,Y,0,30,0,0,0,0,
249,11317,Pave,7,5,2003,2003,Gable,840,GasA,Ex,Y,840,828,1668,0,0,2,1,3,1,Gd,8,0,,Y,144,68,0,0,0,0,
250,159000,Pave,6,7,1958,2006,Gable,1444,GasA,Gd,Y,1444,700,2144,0,1,2,0,4,1,Gd,7,2,TA,Y,0,98,0,0,0,0,
251,5350,Pave,3,2,1940,1966,Gable,728,GasA,Ex,Y,1306,0,1306,0,0,1,0,3,1,Fa,6,0,,Y,263,0,0,0,0,0,
252,4750,Pave,8,5,2006,2007,Hip,1573,GasA,Ex,Y,1625,0,1625,1,1,2,0,2,1,Gd,5,1,Gd,Y,123,0,0,0,153,0,
253,8366,Pave,6,5,2004,2004,Gable,798,GasA,Ex,Y,798,842,1640,0,0,2,1,3,1,Gd,6,0,,Y,138,45,0,0,0,0,
254,9350,Pave,6,7,1964,1991,Hip,1302,GasA,Ex,Y,1302,0,1302,0,1,2,0,3,1,Gd,7,0,,Y,333,0,0,0,0,0,
255,8400,Pave,5,6,1957,1957,Gable,1314,GasA,TA,Y,1314,0,1314,1,0,1,0,3,1,TA,5,0,,Y,250,0,0,0,0,0,
256,8738,Pave,7,5,1999,1999,Gable,975,GasA,Ex,Y,1005,1286,2291,0,0,2,1,4,1,Gd,8,1,TA,Y,192,0,0,0,0,0,
257,8791,Pave,6,5,2003,2003,Gable,864,GasA,Ex,Y,864,864,1728,0,0,2,1,3,1,Gd,7,0,,Y,216,56,0,0,0,0,
258,8814,Pave,7,5,2006,2006,Gable,1604,GasA,Ex,Y,1604,0,1604,1,0,2,1,3,1,Gd,8,1,Gd,Y,123,110,0,0,0,0,
259,12435,Pave,7,5,2001,2001,Gable,963,GasA,Ex,Y,963,829,1792,0,0,2,1,3,1,Gd,7,1,TA,Y,0,96,0,245,0,0,
260,12702,Pave,5,5,1956,1956,Gable,0,GasA,Gd,Y,882,0,882,0,0,1,0,2,1,TA,4,0,,Y,0,45,0,0,0,0,
261,19296,Pave,6,5,1962,1962,Gable,1362,GasA,TA,Y,1382,0,1382,1,0,1,0,3,1,TA,6,1,TA,Y,0,0,252,0,0,0,
262,9588,Pave,8,5,2007,2007,Gable,1482,GasA,Ex,Y,1482,1092,2574,0,0,2,1,3,1,Ex,10,1,Gd,Y,0,148,0,0,0,0,
263,8471,Pave,6,7,1977,1995,Gable,506,GasA,TA,Y,1212,0,1212,1,0,1,0,3,1,TA,6,1,TA,Y,292,12,0,0,0,0,
264,5500,Pave,5,7,1929,2001,Gable,926,GasA,TA,Y,926,0,1316,1,0,1,0,3,1,TA,6,0,,Y,0,0,0,0,0,0,
265,5232,Pave,5,5,1925,2004,Gable,680,GasA,Gd,N,764,0,764,0,0,1,0,2,1,TA,4,0,,N,0,0,0,0,0,0,
266,12090,Pave,6,6,1981,1981,Gable,1422,GasA,TA,Y,1422,0,1422,0,0,2,0,3,1,Gd,7,1,TA,Y,276,0,0,0,0,0,
267,11207,Pave,6,5,1997,1997,Gable,802,GasA,Gd,Y,802,709,1511,1,0,2,1,3,1,TA,8,1,TA,Y,95,75,0,0,0,0,
268,8400,Pave,5,8,1939,1997,Gable,720,GasA,Ex,Y,1052,720,2192,0,0,2,1,4,1,Gd,8,1,Gd,Y,262,24,0,0,0,0,
269,6900,Pave,5,6,1940,1955,Gable,740,GasA,Ex,Y,778,0,778,0,0,1,0,2,1,TA,4,1,Gd,Y,0,25,0,0,0,0,
270,7917,Pave,6,7,1976,1976,Hip,1143,GasA,TA,Y,1113,0,1113,1,0,1,1,3,1,TA,6,1,Fa,Y,370,30,0,0,0,0,
271,10728,Pave,8,5,2006,2006,Gable,1095,GasA,Gd,Y,1095,844,1939,0,0,2,1,3,1,Gd,8,1,Gd,Y,192,51,0,0,0,0,
272,39104,Pave,7,7,1954,2005,Flat,1385,GasA,Ex,Y,1363,0,1363,1,0,1,0,2,1,TA,5,2,TA,Y,81,0,0,0,0,0,
273,11764,Pave,8,7,1999,2007,Gable,1152,GasA,Ex,Y,1164,1106,2270,0,0,2,1,4,1,Gd,9,1,Gd,Y,132,57,0,0,0,0,
274,9600,Pave,6,6,1958,1988,Hip,1240,GasA,Gd,Y,1632,0,1632,1,0,2,0,3,1,TA,6,1,Gd,Y,289,0,0,0,0,0,
275,8314,Pave,5,7,1982,1982,Gable,816,GasA,TA,Y,816,0,816,0,0,1,0,2,1,TA,5,0,,Y,168,0,0,0,0,0,
276,7264,Pave,7,7,1925,2007,Gable,952,GasW,Gd,N,952,596,1548,0,0,2,1,3,1,Ex,5,0,,Y,74,0,0,0,144,0,
277,9196,Pave,7,5,2003,2003,Gable,1560,GasA,Ex,Y,1560,0,1560,0,0,2,0,3,1,Gd,7,0,,Y,100,150,0,0,0,0,
278,19138,Pave,4,5,1951,1951,Gable,864,GasA,Ex,Y,864,0,864,0,0,1,0,2,1,TA,4,0,,Y,0,0,0,0,0,0,
279,14450,Pave,9,5,2006,2007,Gable,2121,GasA,Ex,Y,2121,0,2121,0,0,2,1,3,1,Ex,8,1,Ex,Y,124,98,0,0,142,0,
280,10005,Pave,7,5,1977,1977,Hip,1160,GasA,Ex,Y,1156,866,2022,0,0,2,1,4,1,TA,8,1,TA,Y,288,117,0,0,0,0,
281,11287,Pave,7,6,1989,1989,Gable,807,GasA,Gd,Y,1175,807,1982,0,0,2,1,3,1,Gd,7,1,TA,Y,0,84,0,196,0,0,
282,7200,Pave,6,5,2006,2006,Gable,1262,GasA,Gd,Y,1262,0,1262,0,0,2,0,2,1,Gd,5,0,,Y,0,120,0,0,0,0,
283,5063,Pave,7,5,2007,2008,Gable,1314,GasA,Ex,Y,1314,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Y,172,62,0,0,0,0,
284,9612,Pave,8,5,2008,2009,Gable,1468,GasA,Ex,Y,1468,0,1468,0,0,2,0,3,1,Gd,6,1,Gd,Y,210,150,0,0,0,0,
285,8012,Pave,6,5,1992,1992,Gable,1575,GasA,Gd,Y,1575,0,1575,1,0,2,0,2,1,Gd,5,0,,Y,0,0,52,0,0,0,
286,4251,Pave,7,5,2006,2007,Gable,625,GasA,Ex,Y,625,625,1250,0,0,2,1,2,1,Gd,5,0,,Y,0,54,0,0,0,0,
287,9786,Pave,6,7,1962,1981,Gable,912,GasA,TA,Y,1085,649,1734,0,0,1,1,3,1,Gd,7,1,Gd,Y,0,0,0,0,128,0,
288,8125,Pave,4,4,1971,1971,Gable,858,GasA,TA,Y,858,0,858,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
289,9819,Pave,5,5,1967,1967,Gable,882,GasA,TA,Y,900,0,900,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
290,8730,Pave,6,7,1915,2003,Gable,698,GasA,Ex,Y,698,698,1396,0,0,1,0,3,1,TA,7,0,,Y,0,0,0,0,259,0,
291,15611,Pave,8,5,2006,2006,Gable,1079,GasA,Ex,Y,1079,840,1919,0,0,2,1,3,1,Gd,8,1,Gd,Y,0,51,0,0,0,0,
292,5687,Pave,5,6,1912,2000,Gable,780,GasA,Ex,N,936,780,1716,1,0,2,0,6,1,Fa,9,0,,N,0,184,0,0,0,0,
293,11409,Pave,5,4,1949,2008,Gable,768,GasA,Gd,Y,1148,568,1716,0,0,1,1,3,1,TA,8,1,Gd,Y,0,0,0,0,160,0,
294,16659,Pave,7,7,1977,1994,Gable,795,GasA,Fa,Y,1468,795,2263,1,0,2,1,3,1,Gd,9,1,TA,Y,0,250,0,0,0,0,
295,9600,Pave,6,5,1953,1953,Hip,1416,GasA,TA,Y,1644,0,1644,1,0,1,0,3,1,TA,7,2,Gd,Y,110,0,0,0,0,0,
296,7937,Pave,6,6,1984,1984,Gable,1003,GasA,TA,Y,1003,0,1003,1,0,1,0,3,1,TA,6,0,,Y,120,0,0,0,0,0,
297,13710,Pave,5,5,1950,1950,Gable,910,GasA,TA,Y,910,648,1558,0,0,1,1,4,1,TA,6,0,,Y,289,0,0,0,0,0,
298,7399,Pave,7,5,1997,1998,Hip,975,GasA,Ex,Y,975,975,1950,0,0,2,1,3,1,Gd,7,1,TA,Y,0,10,0,0,198,0,
299,11700,Pave,6,6,1968,1968,Mansard,702,GasA,Gd,Y,1041,702,1743,0,1,1,2,3,1,TA,7,1,Gd,Y,224,0,0,0,0,0,
300,14000,Pave,6,8,1950,2004,Gable,1092,GasA,Ex,Y,1152,0,1152,0,1,1,0,3,1,Gd,6,1,Gd,Y,0,36,0,0,0,0,
301,15750,Pave,5,5,1953,1953,Hip,1165,GasA,TA,Y,1336,0,1336,1,0,1,0,2,1,TA,5,2,Gd,Y,0,0,0,0,0,0,
302,16226,Pave,8,5,1998,1999,Gable,1028,GasA,Ex,Y,1210,1242,2452,0,0,2,1,4,1,Gd,9,1,TA,Y,208,50,0,0,0,0,
303,13704,Pave,7,5,2001,2002,Gable,1541,GasA,Ex,Y,1541,0,1541,0,0,2,0,3,1,Gd,6,1,TA,Y,468,81,0,0,0,0,
304,9800,Pave,5,7,1972,1972,Gable,894,GasA,TA,Y,894,0,894,1,0,1,0,3,1,TA,5,0,,Y,256,0,0,0,0,0,
305,18386,Pave,7,9,1880,2002,Gable,1470,GasA,Ex,Y,1675,1818,3493,0,0,3,0,3,1,Gd,10,1,Ex,Y,302,0,0,0,0,0,
306,10386,Pave,8,5,2004,2005,Gable,2000,GasA,Ex,Y,2000,0,2000,1,0,2,0,3,1,Gd,8,0,,Y,168,0,0,0,0,0,
307,13474,Pave,7,5,1990,1991,Gable,700,GasA,Gd,Y,1122,1121,2243,1,0,2,1,4,1,Gd,8,1,TA,Y,127,44,224,0,0,0,
308,7920,Pave,6,7,1920,1950,Gable,319,GasA,TA,Y,1035,371,1406,0,0,1,0,3,1,Fa,6,0,,N,0,144,0,0,0,0,
309,12342,Pave,4,5,1940,1950,Gable,861,GasA,Ex,Y,861,0,861,0,0,1,0,1,1,TA,4,0,,Y,158,0,0,0,0,0,
310,12378,Pave,9,5,2003,2004,Gable,1896,GasA,Ex,Y,1944,0,1944,1,0,2,0,3,1,Ex,8,3,Ex,Y,208,175,0,0,0,0,
311,7685,Pave,6,5,1993,1994,Gable,697,GasA,Gd,Y,697,804,1501,0,0,2,1,3,1,Gd,6,1,TA,Y,190,63,0,0,0,0,
312,8000,Pave,6,6,1948,2002,Gable,972,GasA,Ex,Y,972,0,972,1,0,1,0,2,1,TA,5,1,Gd,Y,0,0,0,0,0,0,
313,7800,Pave,5,7,1939,1950,Gable,793,GasA,TA,Y,793,325,1118,1,0,1,0,3,1,TA,5,1,Gd,Y,0,0,0,0,271,0,
314,215245,Pave,7,5,1965,1965,Hip,2136,GasW,TA,Y,2036,0,2036,2,0,2,0,3,1,TA,8,2,Gd,Y,0,0,0,0,0,0,
315,9600,Pave,7,7,1925,1990,Gable,728,GasA,Ex,Y,832,809,1641,0,1,1,1,3,1,Ex,6,1,Gd,Y,0,0,234,0,0,0,
316,7795,Pave,7,5,2004,2005,Gable,716,GasA,Ex,Y,716,716,1432,1,0,2,1,3,1,Gd,6,1,Gd,Y,100,51,0,0,0,0,
317,13005,Pave,7,7,1980,1980,Gable,845,GasA,TA,Y,1153,1200,2353,1,0,2,1,4,1,Ex,10,1,TA,Y,288,195,0,0,0,0,
318,9000,Pave,8,5,2006,2006,Gable,1088,GasA,Ex,Y,1088,871,1959,0,0,2,1,3,1,Gd,8,1,Gd,Y,208,46,0,0,0,0,
319,9900,Pave,7,5,1993,1993,Gable,1347,GasA,Ex,Y,1372,1274,2646,1,0,2,1,4,1,Gd,9,1,TA,Y,340,60,144,0,0,0,
320,14115,Pave,7,5,1980,1980,Gable,1372,GasA,TA,Y,1472,0,1472,1,0,2,0,3,1,TA,6,2,TA,Y,233,48,0,0,0,0,
321,16259,Pave,9,5,2006,2006,Gable,1249,GasA,Ex,Y,1249,1347,2596,0,0,3,1,4,1,Gd,9,0,,Y,240,154,0,0,0,0,
322,12099,Pave,8,5,2004,2004,Gable,1136,GasA,Ex,Y,1136,1332,2468,1,0,2,1,4,1,Gd,10,1,Gd,Y,184,154,0,0,0,0,
323,10380,Pave,7,5,1986,1987,Gable,1502,GasA,Ex,Y,1553,1177,2730,1,0,2,1,4,1,Gd,8,1,TA,Y,201,96,0,0,0,0,
324,5820,Pave,3,8,1955,2005,Gable,1162,GasA,Ex,Y,1163,0,1163,1,0,1,0,3,1,TA,6,0,,Y,142,98,0,0,0,0,
325,11275,Pave,7,7,1967,2007,Mansard,710,GasA,Ex,Y,1898,1080,2978,0,0,2,1,5,1,Gd,11,1,Gd,Y,240,0,0,0,0,0,
326,5000,Pave,5,6,1941,1950,Gable,720,GasA,Po,N,803,0,803,0,0,1,0,2,1,TA,5,0,,Y,0,0,244,0,0,0,
327,10846,Pave,8,5,1993,1993,Gable,1719,GasA,Ex,Y,1719,0,1719,2,0,1,1,1,1,Gd,6,2,Gd,Y,122,30,0,0,0,0,
328,11600,Pave,6,5,1960,1960,Hip,1383,GasA,TA,Y,1383,0,1383,0,0,1,1,3,1,TA,7,0,,Y,0,45,0,0,0,0,
329,11888,Pave,6,6,1916,1994,Gable,844,GasA,Gd,N,1445,689,2134,0,0,2,0,5,1,Gd,10,0,,Y,0,60,268,0,0,0,
330,6402,Pave,5,5,1920,1950,Gable,596,GasA,TA,N,596,596,1192,0,0,1,0,3,1,TA,6,0,,N,0,0,137,0,0,0,
331,10624,Pave,5,4,1964,1964,Gable,1728,GasA,TA,Y,1728,0,1728,0,1,2,0,6,2,TA,10,0,,Y,155,0,0,0,0,0,
332,8176,Pave,5,6,1958,1992,Gable,1056,GasA,Fa,Y,1056,0,1056,1,0,1,0,3,1,TA,6,0,,Y,0,0,0,0,0,0,
333,10655,Pave,8,5,2003,2004,Gable,3206,GasA,Ex,Y,1629,0,1629,1,0,2,0,3,1,Gd,7,1,Gd,Y,0,0,0,0,0,0,
334,8198,Pave,7,5,2004,2004,Gable,1358,GasA,Ex,Y,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Gd,Y,192,30,0,0,0,0,
