LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
11457,6,5,1988,1392,1412,0,1412,3,1,6,1,2,576
1680,6,5,1971,483,483,504,987,2,1,4,0,1,264
5586,6,7,1920,901,1088,110,1198,4,1,7,0,0,0
1920,5,5,1971,765,765,600,1365,2,1,6,0,2,440
10839,6,5,1997,926,926,678,1604,3,1,7,1,2,470
1890,4,7,1972,630,630,0,630,1,1,3,0,0,0
10667,7,6,1996,799,827,834,1661,3,1,6,1,2,550
4400,6,8,1920,648,734,384,1118,2,1,6,0,2,440
6000,6,7,1926,884,904,0,904,2,1,4,0,1,180
4280,5,6,1913,440,694,0,694,2,1,4,1,1,352
12354,6,8,1920,684,684,512,1196,3,1,7,0,2,528
15431,10,5,2008,3094,2402,0,2402,2,1,10,2,3,672
12108,4,4,1955,1440,1440,0,1440,4,2,8,0,0,0
6240,5,7,1930,1078,1128,445,1573,3,1,8,1,2,360
3922,7,5,2006,1258,1258,0,1258,2,1,6,1,3,648
8750,7,5,1994,915,933,975,1908,4,1,8,1,2,493
9855,6,5,1956,1436,1689,0,1689,3,1,7,1,2,480
16492,6,6,1966,1517,1888,0,1888,2,1,6,1,2,578
11214,7,5,1998,930,956,930,1886,4,1,10,1,2,431
8600,6,6,1937,780,780,596,1376,3,1,7,1,1,198
6000,3,7,1948,649,679,504,1183,2,1,6,0,1,308
5684,6,8,1930,813,813,0,813,2,1,5,0,1,270
70761,7,5,1975,1533,1533,0,1533,2,1,5,2,2,576
9303,6,5,1996,872,888,868,1756,3,1,7,0,2,422
9000,8,5,2008,768,786,804,1590,3,1,6,0,2,676
9297,5,5,1976,1728,1728,0,1728,4,2,8,0,2,560
9600,7,6,1973,1242,1242,0,1242,3,1,6,1,2,528
4571,5,5,1916,624,624,720,1344,4,1,7,0,3,513
53227,4,6,1954,1364,1663,0,1663,2,1,6,2,2,529
5100,8,7,1925,588,833,833,1666,3,1,7,1,1,228
7015,5,4,1950,709,979,224,1203,3,1,5,1,1,352
8004,8,5,2009,832,832,1103,1935,3,1,8,0,2,552
7200,7,9,1936,560,575,560,1135,3,1,6,0,2,576
8281,5,5,1965,864,864,0,864,3,1,5,1,1,360
11988,6,7,1934,715,849,811,1660,3,1,6,1,1,240
8430,5,5,1978,1040,1040,0,1040,3,1,5,0,0,0
3072,7,5,2004,1375,1414,0,1414,2,1,6,1,2,398
10628,7,5,1970,1277,1277,0,1277,2,1,5,1,2,526
9480,5,7,1942,728,888,756,1644,3,1,7,2,1,312
11428,8,5,2006,1626,1634,0,1634,3,1,7,1,3,866
9291,6,5,1993,832,832,878,1710,3,1,7,0,2,506
6820,8,5,1985,1488,1502,0,1502,1,1,4,0,2,528
11952,7,6,1977,808,1161,808,1969,3,1,8,1,2,534
3675,6,5,2005,547,1072,0,1072,2,1,5,0,2,525
14977,8,5,2006,1976,1976,0,1976,2,1,7,1,3,908
5330,8,5,2000,1494,1652,0,1652,2,1,6,0,2,499
8480,5,6,1963,970,970,0,970,2,1,5,0,2,624
13125,6,5,1997,1478,1493,0,1493,3,1,7,1,2,508
13693,9,5,2006,2153,2069,574,2643,3,1,9,1,3,694
10637,8,5,2007,1705,1718,0,1718,3,1,7,1,3,826
5925,4,7,1937,907,1131,0,1131,2,1,7,0,2,672
16033,9,5,2004,1833,1850,0,1850,3,1,8,1,3,772
11846,9,5,2003,1792,1792,0,1792,2,1,6,1,3,874
2500,7,8,1915,910,916,910,1826,4,1,7,1,1,164
4500,6,5,1998,1216,1216,0,1216,2,1,5,0,2,402
7758,5,7,1962,999,999,0,999,3,1,6,0,1,264
9600,5,7,1950,1113,1113,0,1113,3,1,5,1,1,264
10289,5,7,1965,1073,1073,0,1073,3,1,6,0,2,515
12243,5,6,1971,1484,1484,0,1484,3,1,7,1,2,487
10800,5,4,1900,954,1766,648,2414,3,2,10,1,2,520
1526,4,8,1970,630,630,0,630,1,1,3,0,1,286
2665,5,6,1976,264,616,688,1304,3,1,4,1,1,336
9490,6,7,1941,806,958,620,1578,3,1,5,2,1,240
15578,6,5,2006,728,728,728,1456,3,1,8,0,2,429
7931,5,6,1960,1269,1269,0,1269,3,1,6,1,1,308
5784,5,8,1938,190,886,0,886,2,1,4,0,1,273
7879,4,5,1920,720,720,0,720,2,1,4,0,0,0
12692,8,5,1992,3200,3228,0,3228,4,1,10,1,2,546
9120,7,6,1925,1026,1133,687,1820,4,1,8,0,1,240
7800,5,7,1967,864,899,0,899,3,1,5,0,1,288
7535,5,7,1958,912,912,0,912,2,1,5,0,1,297
1890,6,5,1973,672,672,546,1218,3,1,7,0,1,264
9803,7,5,2005,866,866,902,1768,3,1,7,0,2,603
9170,5,7,1965,1214,1214,0,1214,2,1,6,0,2,461
15602,7,8,1959,1501,1801,0,1801,1,1,6,2,2,484
2308,6,5,1974,855,855,467,1322,3,1,6,1,2,440
7596,5,5,1952,960,960,1000,1960,4,2,10,0,2,400
9554,8,5,1993,777,1065,846,1911,3,1,8,1,2,471
7862,6,5,2009,1218,1218,0,1218,2,1,4,0,2,676
9600,7,9,1928,689,689,689,1378,3,1,7,1,2,360
9600,5,6,1959,1041,1041,0,1041,3,1,6,0,1,270
14559,5,7,1951,1008,1363,0,1363,2,1,6,2,1,288
6792,7,5,2005,1368,1368,0,1368,2,1,6,1,2,474
9100,5,5,1958,864,864,0,864,3,1,5,0,2,624
9187,6,5,1983,1084,1080,0,1080,3,1,5,0,2,484
10594,5,5,1926,768,789,0,789,2,1,5,0,1,200
12220,10,5,2009,2006,2020,0,2020,3,1,9,1,3,900
10448,6,6,1972,689,1378,741,2119,3,1,7,1,2,583
10208,7,5,1996,1264,1277,1067,2344,3,1,7,1,3,889
9531,6,5,1998,794,882,914,1796,3,1,7,0,2,546
10918,7,9,1926,1276,1276,804,2080,3,1,9,2,1,282
10800,4,7,1900,0,694,600,1294,3,2,7,0,0,0
11988,6,6,1957,1244,1244,0,1244,3,1,6,2,1,336
5000,6,7,1947,1004,1004,660,1664,3,1,7,2,2,420
40094,10,5,2007,3138,3138,1538,4676,3,1,11,1,3,884
11787,7,5,1996,1379,1383,1015,2398,3,1,8,1,3,834
7500,7,5,2005,1257,1266,0,1266,3,1,6,1,2,453
13300,5,7,1956,928,928,0,928,2,1,4,0,1,252
14948,9,5,2008,1452,1476,1237,2713,3,1,11,1,3,858
9098,4,7,1920,528,605,0,605,2,1,5,0,0,0
32668,6,3,1957,2035,2515,0,2515,4,2,9,2,2,484
10200,6,5,1988,1461,1509,0,1509,3,1,5,1,2,600
6155,6,8,1920,611,751,611,1362,3,1,6,0,2,502
7200,5,7,1955,0,827,0,827,2,1,5,1,1,392
5000,1,3,1946,0,334,0,334,1,1,2,0,0,0
9056,8,5,2004,707,707,707,1414,3,1,6,1,2,403
7000,5,7,1910,1117,820,527,1347,3,1,5,0,0,0
8924,7,5,1998,880,880,844,1724,3,1,8,0,2,527
12735,4,5,1972,864,864,0,864,3,1,5,0,2,576
11553,5,5,1968,1051,1159,0,1159,3,1,7,1,1,336
11423,8,5,2001,1581,1601,0,1601,3,1,6,1,2,670
14601,9,5,2006,1838,1838,0,1838,2,1,8,1,3,765
11000,8,5,2000,969,997,1288,2285,4,1,8,1,3,648
10140,7,5,1998,1650,1680,0,1680,3,1,7,1,2,583
4058,7,5,1998,723,767,0,767,1,1,4,0,1,367
17104,7,5,2006,654,664,832,1496,3,1,7,1,2,426
13837,7,5,1988,1204,1377,806,2183,4,1,9,0,3,786
8737,6,7,1923,1065,915,720,1635,3,1,6,1,2,440
7244,5,7,1970,768,768,0,768,2,1,5,0,2,624
8235,5,7,1955,825,825,0,825,2,1,4,0,2,720
9375,7,5,2003,912,912,1182,2094,4,1,8,1,2,615
4043,6,6,1977,1069,1069,0,1069,2,1,4,0,2,440
6000,5,6,1957,928,928,0,928,3,1,5,0,1,288
11146,8,5,2006,1709,1717,0,1717,3,1,7,1,3,908
8777,4,5,1949,0,1126,0,1126,2,1,5,0,2,520
10625,7,5,2003,998,1006,1040,2046,3,1,8,1,3,871
6380,5,6,1922,993,1048,0,1048,2,1,5,1,1,280
14850,5,5,1957,1092,1092,0,1092,2,1,6,1,1,299
11040,4,6,1920,637,897,439,1336,3,1,7,0,1,570
21872,7,5,1996,729,729,717,1446,3,1,6,1,2,406
3196,7,5,2003,1374,1557,0,1557,2,1,7,1,2,420
11341,5,6,1957,1392,1392,0,1392,3,1,5,1,2,528
10010,5,5,1974,1389,1389,0,1389,2,1,6,1,2,418
13907,5,6,1940,996,996,0,996,3,1,6,1,0,0
21780,6,7,1918,1163,1163,511,1674,4,1,8,1,2,396
13346,7,5,1992,1095,1166,1129,2295,4,1,9,1,2,590
6858,6,4,1915,806,841,806,1647,4,1,6,0,1,216
11198,9,5,2005,1122,1134,1370,2504,4,1,11,1,3,656
10171,7,5,2004,1517,1535,0,1535,3,1,7,0,2,532
12327,8,8,1983,1496,1496,636,2132,1,1,5,1,2,612
7032,5,5,1979,943,943,0,943,2,1,4,2,2,600
13101,5,5,1965,1728,1728,0,1728,6,2,10,0,2,576
7332,6,6,1959,864,864,0,864,2,1,4,0,1,288
13159,7,5,2009,846,846,846,1692,3,1,6,0,2,650
9967,7,5,2000,384,774,656,1430,3,1,8,1,2,400
10500,5,7,1971,372,576,533,1109,3,1,5,0,1,288
8480,5,5,1947,832,832,384,1216,2,1,6,0,1,336
6292,7,7,1928,861,877,600,1477,3,1,6,1,1,216
11777,5,6,1966,1164,1320,0,1320,3,1,6,2,2,564
3604,7,5,2007,689,703,689,1392,2,1,5,0,2,540
12150,5,5,1954,1050,1050,745,1795,4,1,7,0,1,352
14585,6,6,1960,1144,1429,0,1429,3,1,7,2,2,572
12704,8,5,2008,2042,2042,0,2042,3,1,8,1,3,1390
11841,6,5,1990,816,816,0,816,3,1,5,0,0,0
13500,10,9,1893,1237,1521,1254,2775,3,1,9,1,2,880
6120,4,7,1935,884,989,584,1573,3,1,6,0,1,240
11443,8,5,2005,1868,2028,0,2028,2,1,7,2,3,880
10267,6,7,1918,816,838,0,838,2,1,5,0,1,275
8740,5,6,1982,840,860,0,860,2,1,4,0,2,528
25095,5,8,1968,1437,1473,0,1473,1,1,5,2,1,452
9100,5,6,1930,742,779,0,935,2,1,4,0,1,308
8320,7,5,2004,770,770,812,1582,3,1,6,0,2,520
13478,10,5,2008,1722,1728,568,2296,3,1,10,1,3,842
6600,5,8,1982,816,816,0,816,2,1,4,0,2,816
4435,6,5,2003,848,848,0,848,1,1,4,0,2,420
7990,5,6,1975,924,924,0,924,3,1,5,0,1,280
11302,8,5,2005,1814,1826,0,1826,3,1,7,1,3,758
3600,6,7,1910,684,684,684,1368,3,1,7,0,1,216
3922,7,5,2006,1258,1402,0,1402,2,1,7,1,3,648
12984,5,6,1977,1430,1647,0,1647,3,1,7,1,2,621
1950,6,6,1980,716,716,840,1556,3,1,6,1,2,452
10927,8,5,2005,1058,1058,846,1904,3,1,8,1,2,736
9000,6,6,1937,780,780,595,1375,3,1,6,1,1,544
10041,8,5,1992,908,927,988,1915,3,1,8,1,2,506
3182,7,5,2004,600,600,600,1200,2,1,4,0,2,480
12803,7,5,2002,1494,1494,0,1494,3,1,6,1,2,530
13600,7,6,1965,768,1186,800,1986,3,1,7,3,2,486
12464,5,5,1996,1040,1040,0,1040,3,1,6,0,2,576
7800,5,8,1948,896,1112,896,2008,3,1,8,0,1,230
12168,8,6,1934,965,1940,1254,3194,4,1,10,2,2,380
7943,4,5,1961,1029,1029,0,1029,3,1,5,0,1,261
11050,9,5,2000,1440,1476,677,2153,3,1,8,2,3,736
10395,6,6,1978,1032,1032,0,1032,3,1,6,1,2,564
11885,8,5,2001,1299,1299,573,1872,3,1,7,1,2,531
8402,5,5,2007,1120,1120,0,1120,3,1,6,0,0,0
1491,4,6,1972,630,630,0,630,1,1,3,0,0,0
8800,6,7,1963,936,1054,0,1054,3,1,6,0,2,480
7861,6,5,2002,783,807,702,1509,3,1,7,1,2,393
7227,6,6,1954,832,832,0,832,2,1,4,0,2,528
11694,9,5,2007,1822,1828,0,1828,3,1,9,1,3,774
12244,8,5,2003,1482,1482,780,2262,4,1,10,2,3,749
8248,3,3,1914,864,864,0,864,2,1,5,0,0,0
10800,6,7,1974,1522,1548,1066,2614,4,1,9,1,2,624
7064,5,6,1977,980,980,0,980,3,1,6,0,2,484
2117,6,5,2000,756,756,756,1512,2,1,4,1,2,440
10400,6,5,1972,732,1012,778,1790,4,1,8,1,2,484
10000,6,6,1962,1116,1116,0,1116,3,1,5,0,2,440
12342,5,5,1960,978,1422,0,1422,3,1,6,1,1,286
9600,6,6,1955,1156,1520,0,1520,3,1,7,2,1,364
11606,5,5,1969,1040,1040,1040,2080,5,1,9,2,2,504
9020,6,5,1964,1248,1350,0,1350,3,1,6,0,2,520
9000,5,6,1880,636,1089,661,1750,3,1,8,0,1,240
4590,8,5,2006,1554,1554,0,1554,2,1,6,1,2,627
11900,7,5,1977,1386,1411,0,1411,3,1,6,1,2,544
9250,5,7,1954,1056,1056,0,1056,3,1,6,0,1,260
6979,6,5,1980,1056,1056,0,1056,0,2,4,0,2,576
10896,6,7,1914,1440,1440,1440,3395,8,2,14,0,0,0
6120,2,3,1936,264,800,0,800,1,1,4,1,0,0
6000,5,4,1954,811,811,576,1387,3,2,7,0,1,256
8777,5,7,1910,796,796,0,796,2,1,4,0,0,0
3982,8,5,2006,1520,1567,0,1567,1,1,7,1,3,648
12677,8,5,2003,1518,1518,0,1518,1,1,6,1,2,588
7050,7,5,2001,1057,1057,872,1929,3,1,7,1,2,650
13860,8,7,1972,1952,2000,704,2704,4,1,9,3,2,538
10793,5,5,1969,780,780,840,1620,4,1,7,0,2,462
9187,9,5,2009,1766,1766,0,1766,2,1,7,1,3,478
10530,6,5,1971,981,981,0,981,3,1,5,0,2,576
7200,5,5,1950,0,1048,0,1048,3,1,7,0,2,420
10452,6,5,1953,1094,1094,0,1094,3,1,5,2,2,495
7700,6,5,1966,756,1051,788,1839,4,1,7,1,2,442
1936,4,6,1970,630,630,0,630,1,1,3,0,0,0
8125,7,6,2007,813,822,843,1665,3,1,7,0,2,562
9084,4,5,1940,755,755,755,1510,4,1,7,1,1,296
8750,7,5,1996,880,909,807,1716,2,1,7,1,2,512
10320,6,7,1906,756,756,713,1469,3,1,7,0,1,216
10437,8,6,1995,2109,2113,0,2113,2,1,7,1,3,839
1680,6,5,1971,525,525,567,1092,3,1,6,0,1,264
10007,5,7,1959,1053,1053,0,1053,3,1,5,0,1,312
7200,7,6,1931,776,851,651,1502,3,1,6,1,1,270
17503,6,5,1948,912,912,546,1458,3,1,6,1,1,330
9937,5,7,1964,1486,1486,0,1486,3,1,7,0,2,480
12384,7,7,1976,793,1142,793,1935,3,1,7,1,2,550
46589,8,7,1994,1629,1686,762,2448,4,1,8,1,3,711
13560,6,3,1968,1392,1392,0,1392,2,1,5,2,2,576
10012,4,5,1972,1138,1181,0,1181,3,1,6,0,2,588
20896,8,5,2005,2077,2097,0,2097,1,1,8,1,3,1134
11194,8,5,2000,1406,1454,482,1936,3,1,7,1,2,504
18450,6,5,1965,1021,1465,915,2380,3,1,7,1,2,596
8125,6,5,1994,1408,1679,0,1679,3,1,7,1,2,575
14175,5,6,1956,1188,1437,0,1437,3,1,6,1,2,576
11600,4,5,1922,700,1180,0,1180,2,1,5,1,1,252
8633,6,5,2005,738,738,738,1476,3,1,7,0,2,540
6629,6,6,1925,672,697,672,1369,3,1,6,0,1,300
11250,6,6,1977,1208,1208,0,1208,3,1,6,1,2,546
14442,6,7,1957,1477,1839,0,1839,3,1,7,2,2,416
9200,6,6,1965,1136,1136,0,1136,3,1,5,1,1,384
2289,6,6,1978,855,855,586,1441,3,1,7,1,2,440
9600,4,2,1900,1095,1095,679,1774,4,2,8,0,3,779
9022,5,8,1924,768,792,0,792,2,1,5,0,1,240
11844,8,5,2008,2046,2046,0,2046,3,1,7,1,3,834
9945,5,5,1961,988,988,0,988,3,1,5,0,2,572
8012,6,5,1980,923,923,0,923,2,1,5,1,1,264
4500,5,5,1932,793,848,672,1520,3,1,6,0,1,281
2887,6,5,1996,1291,1291,0,1291,2,1,6,1,2,431
11248,9,5,2002,1626,1668,0,1668,3,1,7,1,3,702
16770,7,5,1998,1195,1195,644,1839,4,1,7,0,2,486
5062,7,5,1984,1190,1190,900,2090,3,1,6,1,2,577
10207,7,6,2007,874,874,887,1761,3,1,7,0,2,578
5105,7,5,2004,551,551,551,1102,2,1,4,0,2,480
8089,8,6,2007,1419,1419,0,1419,2,1,7,1,2,567
7577,6,5,2005,1362,1362,0,1362,2,1,6,1,2,460
4426,6,5,2004,848,848,0,848,1,1,3,1,2,420
21535,10,6,1994,2444,2444,1872,4316,4,1,10,2,3,832
26178,7,5,1989,1210,1238,1281,2519,4,1,9,2,2,628
5400,5,6,1921,1073,1073,0,1073,2,1,4,0,1,326
6120,5,6,1936,927,1067,472,1539,3,1,5,0,2,576
13811,6,6,1987,1112,1137,0,1137,2,1,5,1,2,551
6000,5,7,1921,616,616,0,616,2,1,4,0,1,205
6420,5,7,1952,980,1148,0,1148,2,1,6,0,1,308
8450,5,8,1965,894,894,0,894,3,1,5,1,1,336
4282,7,5,2004,1391,1391,0,1391,2,1,5,0,2,530
14331,8,5,2002,1800,1800,0,1800,3,1,7,1,3,765
9600,7,5,1969,1164,1164,0,1164,3,1,6,0,2,528
12438,8,5,2006,1234,1264,1312,2576,4,1,10,1,3,666
7630,5,9,1900,360,1032,780,1812,4,2,8,1,2,672
8400,7,5,2004,1473,1484,0,1484,3,1,7,0,2,606
5600,4,5,1930,0,372,720,1092,3,2,7,0,0,0
115149,7,5,1971,1643,1824,0,1824,2,1,5,2,2,739
6240,8,5,2006,1324,1324,0,1324,2,1,6,1,2,550
9018,7,5,2007,728,728,728,1456,3,1,8,1,2,400
7162,5,7,1966,876,904,0,904,3,1,6,0,1,408
4130,3,6,1935,270,729,0,729,2,1,5,0,0,0
8712,4,7,1900,859,859,319,1178,2,1,7,0,1,384
4671,8,5,1988,1228,1228,0,1228,2,1,5,1,2,472
9873,4,5,1970,960,960,0,960,3,1,6,0,2,576
13517,6,8,1976,725,725,754,1479,3,1,6,0,2,475
10140,6,5,1974,1064,1350,0,1350,3,1,7,1,2,478
10800,7,8,1890,718,1576,978,2554,3,1,8,0,2,704
10000,5,6,1973,1176,1178,0,1178,3,1,5,1,2,439
10542,7,5,1993,1311,1325,1093,2418,3,1,9,1,3,983
9920,5,6,1969,971,971,0,971,3,1,5,1,1,300
6563,8,5,1985,1742,1742,0,1742,2,1,5,1,2,564
4426,6,5,2004,848,848,0,848,1,1,3,0,2,420
8120,4,7,1970,864,864,0,864,3,1,5,0,2,463
8172,4,6,1954,941,997,473,1470,4,1,7,0,1,548
13286,9,5,2007,1698,1698,0,1698,3,1,8,1,3,768
6960,4,6,1970,864,864,0,864,3,1,5,0,2,660
21695,6,9,1988,880,1680,0,1680,3,1,5,1,2,540
7314,7,5,2007,1232,1232,0,1232,2,1,6,0,2,632
11475,5,5,1958,1584,1776,0,1776,4,2,9,0,3,888
6240,4,5,1925,780,848,0,1208,2,1,5,0,2,539
5389,8,5,1995,1595,1616,0,1616,2,1,5,1,2,608
9590,7,5,2003,868,1146,0,1146,3,1,6,1,2,438
11404,7,5,1998,1153,1153,878,2031,3,1,8,1,2,541
10000,5,6,1961,864,1144,0,1144,3,1,6,1,1,264
8978,5,5,1968,948,948,0,948,3,1,6,0,1,300
10800,7,7,1914,880,880,888,1768,2,1,6,2,2,320
8544,3,4,1950,0,1040,0,1040,2,2,6,0,2,400
10463,8,5,2005,893,901,900,1801,3,1,8,1,3,800
10800,5,5,1987,1200,1200,0,1200,3,1,5,0,0,0
9313,7,5,2004,864,864,864,1728,3,1,7,0,2,572
9600,5,7,1910,264,768,664,1432,2,1,7,0,2,360
6768,6,8,1961,912,912,0,912,3,1,5,0,1,288
8450,7,5,2000,1349,1349,0,1349,3,1,6,0,2,539
12886,5,6,1963,520,1464,0,1464,3,1,6,1,2,480
5395,8,5,1993,1337,1337,0,1337,2,1,5,1,2,462
8963,8,9,1976,1142,1175,1540,2715,4,1,11,2,2,831
8795,7,5,2000,952,980,1276,2256,4,1,8,1,2,554
11700,7,7,1880,1240,1320,1320,2640,4,1,8,1,4,864
10593,7,5,1996,1720,1720,0,1720,3,1,7,1,2,527
8405,4,3,1945,0,1088,441,1529,4,1,9,0,1,240
8800,4,7,1910,576,792,348,1140,3,1,7,0,0,0
7750,7,5,2003,660,660,660,1320,3,1,6,0,2,400
9236,6,5,1997,1479,1494,0,1494,3,1,6,0,2,576
10240,8,5,2005,1030,1038,1060,2098,3,1,8,1,3,878
7930,6,8,1969,1026,1026,0,1026,3,1,5,0,2,440
3230,6,5,1999,729,742,729,1471,3,1,6,0,2,440
10769,8,5,2007,866,866,902,1768,3,1,7,0,2,578
11616,6,5,1978,672,672,714,1386,3,1,6,1,2,440
2280,7,5,1999,744,757,744,1501,3,1,6,0,2,440
12257,8,5,1995,1318,1328,1203,2531,4,1,9,1,3,752
9100,6,6,1959,864,864,0,864,2,1,5,0,1,300
6911,5,5,1924,1145,1301,0,1301,2,1,5,0,2,440
8640,7,5,2009,756,764,783,1547,3,1,7,0,2,614
9430,8,5,1999,1252,1268,1097,2365,3,1,8,1,3,856
9549,8,5,1995,1494,1494,0,1494,2,1,6,1,2,481
14587,9,5,2008,1498,1506,0,1506,2,1,6,1,2,592
10421,7,5,1988,980,980,734,1714,3,1,7,1,2,496
12508,6,7,1940,983,983,767,1750,4,1,7,0,1,423
9100,7,5,2004,1860,1836,0,1836,3,1,8,1,2,484
53504,8,5,2003,1650,1690,1589,3279,4,1,12,1,3,841
7252,5,5,1982,858,858,0,858,2,1,5,0,2,576
8877,4,5,1951,836,1220,0,1220,2,1,6,0,2,396
7819,6,5,1976,1029,1117,0,1117,3,1,6,1,2,672
10150,5,5,1958,912,912,0,912,2,1,5,0,1,275
14226,8,5,2006,1935,1973,0,1973,3,1,9,1,3,895
4500,6,5,1998,1204,1204,0,1204,2,1,5,0,2,412
11210,7,5,2005,1614,1614,0,1614,3,1,7,0,3,865
13350,5,5,1974,864,894,0,894,3,1,5,1,2,440
8400,5,5,1977,0,2020,0,2020,4,2,10,2,2,630
10530,6,5,1977,975,1004,0,1004,2,1,4,0,2,504
7875,7,5,1995,1237,1253,0,1253,3,1,6,1,2,402
7153,6,5,1992,761,810,793,1603,3,1,7,0,2,484
16285,7,5,2001,1413,1430,0,1430,3,1,6,0,2,605
9101,5,6,1978,1097,1110,0,1110,1,1,4,1,2,602
6300,6,6,1914,742,742,742,1484,3,1,9,1,0,0
9790,6,5,1967,1372,1342,0,1342,3,1,7,1,2,457
10800,5,6,1915,686,966,686,1652,4,1,7,0,1,416
10142,7,5,2004,956,956,1128,2084,4,1,8,0,2,618
6000,4,7,1954,901,901,0,901,2,1,4,0,1,281
12205,6,8,1966,832,976,1111,2087,5,1,9,0,2,444
3182,7,5,2005,1145,1145,0,1145,2,1,5,1,2,397
11333,6,5,1976,1029,1062,0,1062,3,1,5,2,2,539
9920,7,5,1996,1117,1127,886,2013,3,1,8,1,2,455
9158,8,5,2007,1496,1496,0,1496,3,1,7,0,2,474
10832,7,5,1994,712,1086,809,1895,3,1,7,1,2,409
8400,6,6,1980,650,888,676,1564,3,1,7,1,2,476
8197,6,5,1977,660,1285,0,1285,3,1,7,1,2,528
7677,5,5,1953,773,773,0,773,2,1,4,0,1,240
13518,9,5,2008,1926,1966,1174,3140,4,1,11,2,3,820
7200,5,7,1937,731,981,787,1768,3,1,7,2,1,240
12798,6,5,1997,616,616,1072,1688,4,1,8,0,2,603
4800,4,7,1916,1196,1196,0,1196,2,1,5,0,2,440
8199,7,5,2005,728,728,728,1456,3,1,7,1,2,410
13891,9,5,2008,1734,1734,1088,2822,4,1,12,1,3,1020
9000,5,5,1954,936,1128,0,1128,2,1,5,0,1,286
12274,7,5,2008,1417,1428,0,1428,3,1,6,0,2,554
9750,5,5,1967,980,980,0,980,3,1,6,0,1,384
21384,5,6,1923,1324,1072,504,1576,3,1,6,1,2,528
13400,5,5,1966,1024,1086,0,1086,3,1,6,1,2,484
8100,5,5,1898,849,1075,1063,2138,2,3,11,0,2,360
10140,6,6,1974,1040,1309,0,1309,3,1,5,1,2,484
4438,6,5,2004,848,848,0,848,1,1,4,1,2,420
8712,5,5,1952,540,1044,0,1044,2,1,4,0,2,504
9750,6,6,1958,1442,1442,0,1442,4,1,7,0,1,301
8248,5,7,1918,686,686,564,1250,3,1,7,0,1,280
12137,7,5,1998,1649,1661,0,1661,3,1,6,0,2,598
11425,5,6,1954,1008,1008,0,1008,2,1,4,1,1,275
13265,8,5,2002,1568,1689,0,1689,3,1,7,2,3,857
8816,6,7,1971,1010,1052,0,1052,3,1,6,0,2,440
6371,7,5,2009,1358,1358,0,1358,2,1,6,1,2,484
7226,7,5,2003,798,798,842,1640,3,1,6,0,2,595
6000,4,4,1953,936,936,0,936,2,1,4,0,2,576
12394,7,5,2003,847,847,886,1733,3,1,7,1,2,433
9900,6,7,1940,778,944,545,1489,3,1,7,1,1,240
11216,8,5,2006,1489,1489,0,1489,3,1,7,1,2,776
14803,10,5,2007,2078,2084,0,2084,2,1,7,1,3,1220
6130,5,6,1924,784,784,0,784,2,1,5,0,0,0
8529,7,5,2001,1454,1434,0,1434,3,1,6,1,2,527
28698,5,5,1967,1013,1160,966,2126,3,1,7,0,2,538
2544,7,5,2005,600,520,623,1223,2,1,4,0,2,480
11900,6,5,1957,1392,1392,0,1392,3,1,6,2,2,458
3180,7,5,2005,600,520,600,1200,2,1,4,0,2,480
9548,7,6,2003,941,941,888,1829,3,1,7,1,2,613
10004,6,6,1964,1516,1516,0,1516,3,1,6,0,2,472
7875,5,6,1961,1144,1144,0,1144,3,1,6,0,2,456
9600,4,7,1950,1067,1067,0,1067,2,1,4,0,2,436
8100,5,6,1948,1559,1559,0,1559,2,1,5,0,2,812
1680,6,5,1973,483,483,504,987,2,1,5,0,1,264
9525,5,6,1995,1099,1099,0,1099,3,1,6,0,1,352
11767,5,6,1946,768,768,432,1200,3,1,6,0,1,240
12155,6,8,1925,672,810,672,1482,4,1,7,0,1,400
10440,5,8,1904,650,958,581,1539,3,1,8,1,2,686
9020,6,7,1966,1127,1165,0,1165,3,1,6,0,2,490
8000,5,4,1961,1800,1800,0,1800,6,2,10,0,0,0
12665,5,8,1915,876,876,540,1416,4,1,7,1,3,720
16647,5,5,1975,1390,1701,0,1701,3,1,6,2,2,611
9317,7,5,1993,740,1006,769,1775,3,1,7,1,2,425
15523,5,6,1972,864,864,0,864,3,1,5,1,1,338
45600,6,8,1908,907,1307,1051,2358,5,1,10,1,2,360
9600,6,7,1976,528,1094,761,1855,3,1,7,1,2,512
4435,6,5,2003,848,848,0,848,1,1,3,0,2,420
3196,8,5,2003,1273,1456,0,1456,2,1,7,1,2,400
7128,7,5,1941,918,918,728,1646,4,1,7,2,1,240
12095,6,6,1964,1127,1445,0,1445,3,1,7,1,2,645
17920,5,4,1955,1763,1779,0,1779,3,1,6,1,2,454
6897,5,8,1962,1040,1040,0,1040,3,1,6,0,1,260
10970,6,6,1978,940,1026,0,1026,3,1,5,0,2,576
8125,6,5,1994,702,702,779,1481,3,1,6,1,2,343
10400,7,5,1976,1090,1370,0,1370,3,1,6,1,2,479
11029,6,7,1968,1054,1512,1142,2654,4,1,9,1,2,619
7642,7,8,1918,912,912,514,1426,3,1,7,1,1,216
11625,5,4,1965,1039,1039,0,1039,3,1,6,0,2,504
9672,6,5,1984,1040,1097,0,1097,3,1,6,0,2,480
